,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,BROKER INFO,ALL INFO,LIST INFO,BOUGHT INFO,ALL INFO CLEAN,LIST INFO CLEAN,BOUGHT INFO CLEAN,LIST AGENTS,LIST COMPANIES,BOUGHT AGENTS,BOUGHT COMPANIES
0,PAST SALE,,Multi-Family (5+ Unit),4349 18th St,San Francisco,CA,94114,1300000.0,8.0,9.0,,4443.0,1875.0,1904.0,,293.0,,,,,https://www.redfin.com/CA/San-Francisco/4349-18th-St-94114/home/675926,,,N,Y,37.7605142,-122.4380156,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
1,PAST SALE,October-28-2022,Single Family Residential,2127 Balboa St,San Francisco,CA,94121,1300000.0,2.0,1.0,SAN FRANCISCO,984.0,2500.0,1934.0,,1321.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2127-Balboa-St-94121/home/1021986,MLSListings,ML81909205,N,Y,37.7762438,-122.481817,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
2,PAST SALE,October-28-2022,Single Family Residential,2152 16th Ave,San Francisco,CA,94116,1610000.0,4.0,3.0,San Francisco,1325.0,3000.0,1938.0,,1215.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2152-16th-Ave-94116/home/1022996,San Francisco MLS,422697206,N,Y,37.7478196,-122.4725196,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3,PAST SALE,April-1-2022,Single Family Residential,746 33rd Ave,San Francisco,CA,94121,2290000.0,4.0,2.5,SAN FRANCISCO,2050.0,2996.0,1923.0,,1117.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/746-33rd-Ave-94121/home/2018600,MLSListings,ML81879385,N,Y,37.7750348,-122.4928113,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4,PAST SALE,April-15-2022,Condo/Co-op,423 Waller St #5,San Francisco,CA,94117,720000.0,1.0,1.0,SAN FRANCISCO,588.0,,1965.0,,1224.0,344.0,Sold,,,https://www.redfin.com/CA/San-Francisco/423-Waller-St-94117/unit-5/home/979860,MLSListings,ML81881807,N,Y,37.7709029,-122.4307621,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5,PAST SALE,April-14-2022,Single Family Residential,4184 25th St,San Francisco,CA,94114,6500000.0,5.0,5.0,San Francisco,4587.0,2665.0,,,1417.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/4184-25th-St-94114/home/1891037,San Francisco MLS,422641455,N,Y,37.7499273,-122.4335822,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
6,PAST SALE,November-10-2022,Single Family Residential,45 Pinehurst Way,San Francisco,CA,94127,1690000.0,3.0,1.0,SAN FRANCISCO,1768.0,3105.0,1928.0,,956.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/45-Pinehurst-Way-94127/home/1395754,MLSListings,ML81908520,N,Y,37.7275834,-122.4655433,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
7,PAST SALE,April-19-2022,Single Family Residential,227 Dorland St,San Francisco,CA,94114,2610000.0,3.0,2.5,San Francisco,2418.0,2953.0,1900.0,,1079.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/227-Dorland-St-94114/home/709900,San Francisco MLS,422638882,N,Y,37.7618726,-122.4290488,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
8,PAST SALE,July-1-2022,Multi-Family (2-4 Unit),1936 - 1938 Powell St,San Francisco,CA,94133,1988000.0,6.0,2.0,San Francisco,2728.0,2234.0,1907.0,,729.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1936-Powell-St-94133/home/1400585,San Francisco MLS,422657988,N,Y,37.8026489,-122.4110148,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
9,PAST SALE,June-2-2022,Condo/Co-op,716 Fillmore St,San Francisco,CA,94117,1706000.0,3.0,1.5,San Francisco,1313.0,2499.0,1900.0,,1299.0,375.0,Sold,,,https://www.redfin.com/CA/San-Francisco/716-Fillmore-St-94117/home/109315298,San Francisco MLS,422649667,N,Y,37.7764359,-122.431042,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
10,PAST SALE,July-12-2022,Single Family Residential,1875 44th Ave,San Francisco,CA,94122,1475000.0,2.0,2.0,SAN FRANCISCO,1016.0,3000.0,1944.0,,1452.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1875-44th-Ave-94122/home/1910645,MLSListings,ML81895211,N,Y,37.751669,-122.5033491,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
11,PAST SALE,May-3-2022,Single Family Residential,243 Bella Vista Way,San Francisco,CA,94127,1800000.0,3.0,2.0,San Francisco,1557.0,2504.0,1947.0,,1156.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/243-Bella-Vista-Way-94127/home/1637348,San Francisco MLS,422642078,N,Y,37.7374195,-122.4503281,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
12,PAST SALE,December-15-2022,Single Family Residential,1997 14th Ave,San Francisco,CA,94116,1750000.0,3.0,1.5,SAN FRANCISCO,1621.0,3510.0,1951.0,,1080.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1997-14th-Ave-94116/home/1376829,MLSListings,ML81912242,N,Y,37.7508348,-122.4711598,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
13,PAST SALE,March-6-2023,Single Family Residential,251 Summit Way,San Francisco,CA,94132,1920000.0,4.0,3.5,San Francisco,2385.0,1701.0,2015.0,,805.0,250.0,Sold,,,https://www.redfin.com/CA/San-Francisco/251-Summit-Way-94132/home/102080144,San Francisco MLS,423715687,N,Y,37.7153386,-122.4771297,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
14,PAST SALE,June-8-2022,Multi-Family (2-4 Unit),91 - 97 Mayfair Dr,San Francisco,CA,94118,2750000.0,4.0,4.0,San Francisco,3956.0,3593.0,1949.0,,695.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/91-97-Mayfair-Dr-94118/unit-97/home/1260963,San Francisco MLS,422644059,N,Y,37.7857746,-122.4517977,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
15,PAST SALE,September-15-2022,Single Family Residential,290 Bowdoin St,San Francisco,CA,94134,1133000.0,3.0,2.0,San Francisco,,2325.0,1928.0,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/290-Bowdoin-St-94134/home/1423249,San Francisco MLS,422677199,N,Y,37.7307988,-122.4130791,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
16,PAST SALE,October-31-2022,Single Family Residential,1015 Brazil Ave,San Francisco,CA,94112,1100000.0,2.0,2.0,San Francisco,1143.0,1873.0,1902.0,,962.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1015-Brazil-Ave-94112/home/1971649,San Francisco MLS,422683054,N,Y,37.7207289,-122.426087,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
17,PAST SALE,April-7-2022,Townhouse,118 Everson St,San Francisco,CA,94131,1460000.0,2.0,2.0,San Francisco,1360.0,440.0,1973.0,,1074.0,490.0,Sold,,,https://www.redfin.com/CA/San-Francisco/118-Everson-St-94131/home/1481723,San Francisco MLS,422635607,N,Y,37.7384428,-122.4320113,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
18,PAST SALE,September-30-2022,Condo/Co-op,1689 19th Ave,San Francisco,CA,94122,1215000.0,2.0,2.0,SAN FRANCISCO,1780.0,2425.0,2001.0,,683.0,287.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1689-19th-Ave-94122/home/1067206,MLSListings,ML81904321,N,Y,37.756171,-122.4769,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
19,PAST SALE,April-11-2022,Condo/Co-op,300 Ivy St #411,San Francisco,CA,94102,940000.0,1.0,1.0,San Francisco,,22794.0,2014.0,,,569.0,Sold,,,https://www.redfin.com/CA/San-Francisco/300-Ivy-St-94102/unit-411/home/69054964,San Francisco MLS,422627542,N,Y,37.7773806,-122.4233752,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
20,PAST SALE,June-22-2022,Single Family Residential,294 Tocoloma Ave,San Francisco,CA,94134,1520000.0,3.0,1.5,San Francisco,2395.0,3097.0,1933.0,,635.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/294-Tocoloma-Ave-94134/home/1622349,San Francisco MLS,422655925,N,Y,37.7116138,-122.3985207,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
21,PAST SALE,July-13-2022,Condo/Co-op,2414 Larkin St,San Francisco,CA,94109,1555000.0,2.0,1.0,San Francisco,1344.0,2286.0,1900.0,,1157.0,410.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2414-Larkin-St-94109/home/173329764,San Francisco MLS,422666003,N,Y,37.8002051,-122.420707,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
22,PAST SALE,May-3-2022,Condo/Co-op,201 Harrison St #218,San Francisco,CA,94105,450000.0,0.0,1.0,San Francisco,420.0,38449.0,1991.0,,1071.0,659.0,Sold,,,https://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-218/home/726524,San Francisco MLS,422627352,N,Y,37.7874798,-122.3905769,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
23,PAST SALE,August-8-2022,Condo/Co-op,195 25th Ave #301,San Francisco,CA,94121,1340000.0,2.0,2.0,SAN FRANCISCO,1300.0,,1930.0,,1031.0,550.0,Sold,,,https://www.redfin.com/CA/San-Francisco/195-25th-Ave-94121/unit-301/home/1289560,MLSListings,ML81898345,N,Y,37.7860008,-122.4853539,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
24,PAST SALE,September-12-2022,Single Family Residential,227 Garfield St,San Francisco,CA,94132,1270000.0,2.0,1.0,San Francisco,1071.0,2199.0,1939.0,,1186.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/227-Garfield-St-94132/home/1816040,San Francisco MLS,422683493,N,Y,37.7195306,-122.4649684,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
25,PAST SALE,November-4-2022,Condo/Co-op,1830 Fillmore St #311,San Francisco,CA,94115,1215000.0,2.0,2.0,SAN FRANCISCO,1107.0,,1984.0,,1098.0,634.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1830-Fillmore-St-94115/unit-311/home/1030296,MLSListings,ML81908415,N,Y,37.7864799,-122.4332159,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
26,PAST SALE,January-18-2023,Single Family Residential,2262 20th Ave,San Francisco,CA,94116,1450000.0,4.0,2.0,SAN FRANCISCO,2043.0,3000.0,1924.0,,710.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2262-20th-Ave-94116/home/1072476,MLSListings,ML81912845,N,Y,37.7455956,-122.4766875,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
27,PAST SALE,March-25-2022,Condo/Co-op,2040 Franklin St #1002,San Francisco,CA,94109,875000.0,1.0,1.5,San Francisco,1018.0,14332.0,1966.0,,860.0,987.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2040-Franklin-St-94109/unit-1002/home/1731271,San Francisco MLS,422623751,N,Y,37.7935385,-122.4243837,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
28,PAST SALE,July-28-2022,Single Family Residential,1971 45th Ave,San Francisco,CA,94116,1800000.0,4.0,2.5,SAN FRANCISCO,2215.0,2996.0,1946.0,,813.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1971-45th-Ave-94116/home/644412,MLSListings,ML81889343,N,Y,37.7498237,-122.5043548,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
29,PAST SALE,,Multi-Family (5+ Unit),3638-3640 Cabrillo St #3640,San Francisco,CA,94121,525000.0,2.0,4.0,,2500.0,2800.0,1914.0,,210.0,,,,,https://www.redfin.com/CA/San-Francisco/3638-3640-Cabrillo-St-94121/unit-3640/home/618047,,,N,Y,37.7739751,-122.4980263,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
30,PAST SALE,April-29-2022,Condo/Co-op,1998 Broadway St #807,San Francisco,CA,94109,1245000.0,2.0,2.0,San Francisco,1200.0,15195.0,1964.0,,1038.0,1288.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,422628020,N,Y,37.7953251,-122.4298254,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
31,PAST SALE,June-21-2022,Single Family Residential,1391 De Haro St,San Francisco,CA,94107,1300000.0,2.0,1.0,San Francisco,,1663.0,1900.0,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/1391-De-Haro-St-94107/home/2011370,San Francisco MLS,422648424,N,Y,37.7522984,-122.4001691,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
32,PAST SALE,February-17-2023,Single Family Residential,51 Brewster St,San Francisco,CA,94110,1370000.0,3.0,2.0,San Francisco,1200.0,1750.0,1958.0,,1142.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/51-Brewster-St-94110/home/757236,San Francisco MLS,422710806,N,Y,37.7456331,-122.4065621,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
33,PAST SALE,August-29-2022,Condo/Co-op,201 Laguna St #10,San Francisco,CA,94102,760000.0,1.0,1.0,San Francisco,609.0,8478.0,1990.0,,1248.0,476.0,Sold,,,https://www.redfin.com/CA/San-Francisco/201-Laguna-St-94102/unit-10/home/1893917,San Francisco MLS,422674291,N,Y,37.7729932,-122.4257773,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
34,PAST SALE,August-19-2022,Condo/Co-op,89 Goethe St #11,Daly City,CA,94014,670000.0,2.0,2.0,DALY CITY,1051.0,,2005.0,,637.0,510.0,Sold,,,https://www.redfin.com/CA/Daly-City/89-Goethe-St-94014/unit-11/home/2100420,MLSListings,ML81895613,N,Y,37.7081149,-122.4587988,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
35,PAST SALE,February-28-2023,Condo/Co-op,145 Gardenside Dr #9,San Francisco,CA,94131,855000.0,2.0,1.5,San Francisco,1033.0,38735.0,1981.0,,828.0,823.0,Sold,,,https://www.redfin.com/CA/San-Francisco/145-Gardenside-Dr-94131/unit-9/home/1486339,San Francisco MLS,422711287,N,Y,37.7543197,-122.4449102,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
36,PAST SALE,September-22-2022,Condo/Co-op,2225 23rd St #112,San Francisco,CA,94107,525000.0,1.0,1.0,SAN FRANCISCO,602.0,,1989.0,,872.0,593.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2225-23rd-St-94107/unit-112/home/735709,MLSListings,ML81890297,N,Y,37.7543499,-122.4022071,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
37,PAST SALE,September-20-2022,Multi-Family (2-4 Unit),4106 19th St,San Francisco,CA,94114,1500000.0,4.0,2.0,San Francisco,1848.0,1668.0,1907.0,,812.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/4106A-19th-St-94114/home/1299767,San Francisco MLS,422666192,N,Y,37.7594484,-122.4352963,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
38,PAST SALE,February-10-2023,Single Family Residential,186 Byxbee St,San Francisco,CA,94132,1300000.0,3.0,2.0,San Francisco,1899.0,1873.0,1959.0,,685.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/186-Byxbee-St-94132/home/1760970,San Francisco MLS,422707077,N,Y,37.7177384,-122.4697004,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
39,PAST SALE,January-26-2023,Single Family Residential,94 Sussex St,San Francisco,CA,94131,1525000.0,2.0,2.0,SAN FRANCISCO,1625.0,3410.0,1900.0,,938.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/94-Sussex-St-94131/home/1567199,MLSListings,ML81908984,N,Y,37.7374125,-122.4344816,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
40,PAST SALE,January-19-2023,Condo/Co-op,1907 Leavenworth St #6,San Francisco,CA,94133,1035000.0,1.0,1.0,San Francisco,,5472.0,1907.0,,,722.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1907-Leavenworth-St-94133/unit-6/home/541857,San Francisco MLS,422693766,N,Y,37.7986227,-122.4174307,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
41,PAST SALE,,Multi-Family (5+ Unit),616 Moraga St #2,San Francisco,CA,94122,835000.0,8.0,8.0,,6260.0,5000.0,1958.0,,133.0,,,,,https://www.redfin.com/CA/San-Francisco/616-Moraga-St-94122/unit-2/home/1563748,,,N,Y,37.7566516,-122.4694351,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
42,PAST SALE,September-30-2022,Condo/Co-op,1545 Pine St #406,San Francisco,CA,94109,1075000.0,1.0,1.0,SAN FRANCISCO,992.0,,2017.0,,1084.0,950.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1545-Pine-St-94109/unit-406/home/169038073,MLSListings,ML81880790,N,Y,37.7893082,-122.4211982,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
43,PAST SALE,April-5-2022,Condo/Co-op,1573 Waller St,San Francisco,CA,94117,1825000.0,3.0,1.0,San Francisco,1406.0,2719.0,1900.0,,1298.0,250.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1573-Waller-St-94117/home/28890509,San Francisco MLS,422631445,N,Y,37.7684894,-122.4499034,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
44,PAST SALE,April-29-2022,Condo/Co-op,355 Buena Vista Ave Unit 106W,San Francisco,CA,94117,888000.0,1.0,1.0,San Francisco,787.0,90869.0,1986.0,,1128.0,853.0,Sold,,,https://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-106W/home/114077448,San Francisco MLS,422639218,N,Y,37.7671808,-122.4401329,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
45,PAST SALE,June-14-2022,Single Family Residential,2412 Lake St,San Francisco,CA,94121,3500000.0,4.0,3.5,San Francisco,2535.0,2700.0,1909.0,,1381.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2412-Lake-St-94121/home/1948668,San Francisco MLS,422629645,N,Y,37.7859269,-122.4854458,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
46,PAST SALE,May-10-2022,Condo/Co-op,425 1st St #1207,San Francisco,CA,94105,1088000.0,1.0,1.0,San Francisco,819.0,56024.0,2008.0,,1328.0,1166.0,Sold,,,https://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-1207/home/17305854,San Francisco MLS,422632964,N,Y,37.7857365,-122.3921923,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
47,PAST SALE,,Multi-Family (2-4 Unit),1522 Fell St,San Francisco,CA,94117,876000.0,,2.0,,2600.0,2495.0,1906.0,,337.0,,,,,https://www.redfin.com/CA/San-Francisco/1522-Fell-St-94117/home/596312,,,N,Y,37.7735737,-122.4430523,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
48,PAST SALE,,Multi-Family (2-4 Unit),1310-1312 32nd Ave #1312,San Francisco,CA,94122,851500.0,,2.0,,1710.0,1703.0,1944.0,,498.0,,,,,https://www.redfin.com/CA/San-Francisco/1310-1312-32nd-Ave-94122/unit-1312/home/1270498,,,N,Y,37.7626438,-122.4908546,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
49,PAST SALE,June-9-2022,Condo/Co-op,2230 Mason St Unit M202,San Francisco,CA,94133,1050000.0,2.0,2.0,San Francisco,1071.0,7579.0,2001.0,,980.0,810.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2230-Mason-St-94133/unit-M202/home/910018,San Francisco MLS,422635870,N,Y,37.8042885,-122.4131455,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
50,PAST SALE,,Multi-Family (5+ Unit),1105 Stanyan St,San Francisco,CA,94117,515000.0,6.0,5.0,,2950.0,2021.0,1907.0,,175.0,,,,,https://www.redfin.com/CA/San-Francisco/1105-Stanyan-St-94117/home/1299483,,,N,Y,37.7642818,-122.4527856,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
51,PAST SALE,September-26-2022,Condo/Co-op,3615 22nd St,San Francisco,CA,94114,1850000.0,3.0,2.5,San Francisco,1519.0,1372.0,1911.0,,1218.0,175.0,Sold,,,https://www.redfin.com/CA/San-Francisco/3615-22nd-St-94114/home/1950130,San Francisco MLS,422689013,N,Y,37.7547081,-122.4281699,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
52,PAST SALE,January-9-2023,Single Family Residential,1386 7th Ave,San Francisco,CA,94122,2285000.0,4.0,1.5,San Francisco,,2374.0,1910.0,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/1386-7th-Ave-94122/home/1237748,San Francisco MLS,422710309,N,Y,37.7625609,-122.4638799,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
53,PAST SALE,,Single Family Residential,755 Duncan St,San Francisco,CA,94131,1875000.0,2.0,2.0,,1125.0,2850.0,1949.0,,1667.0,,,,,https://www.redfin.com/CA/San-Francisco/755-Duncan-St-94131/home/1896869,,,N,Y,37.7452944,-122.4369997,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
54,PAST SALE,,Multi-Family (2-4 Unit),37 Bartlett St,San Francisco,CA,94110,200000.0,,2.0,,2980.0,2250.0,1915.0,,67.0,,,,,https://www.redfin.com/CA/San-Francisco/37-Bartlett-St-94110/home/713844,,,N,Y,37.756343,-122.4196867,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
55,PAST SALE,March-3-2023,Single Family Residential,2102 Castro St,San Francisco,CA,94131,1562500.0,2.0,1.0,San Francisco,,2626.0,1910.0,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/2102-Castro-St-94131/home/2019929,San Francisco MLS,423718957,N,Y,37.7446963,-122.4336521,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
56,PAST SALE,,Condo/Co-op,300 3rd St #507,San Francisco,CA,94107,705000.0,1.0,1.0,,946.0,,1990.0,,745.0,,,,,https://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-507/home/1734828,,,N,Y,37.7831834,-122.3991177,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
57,PAST SALE,April-20-2022,Multi-Family (2-4 Unit),1426 - 1428 Noe St,San Francisco,CA,94131,2280000.0,2.0,,San Francisco,2508.0,2160.0,1969.0,,909.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1426-1428-Noe-St-94131/unit-1428/home/802462,San Francisco MLS,422650403,N,Y,37.7461189,-122.4315267,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
58,PAST SALE,January-17-2023,Single Family Residential,2578 Pine St,San Francisco,CA,94115,4500000.0,4.0,3.0,Pacific Heights,2864.0,2915.0,1900.0,,1571.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2578-Pine-St-94115/home/1529845,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41017190,N,Y,37.7876115,-122.4383855,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
59,PAST SALE,,Condo/Co-op,1000 3rd St #511,San Francisco,CA,94158,1889000.0,3.0,2.0,,1458.0,,2018.0,,1296.0,,,,,https://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-511/home/145526894,,,N,Y,37.7752125,-122.3902276,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
60,PAST SALE,,Single Family Residential,1539 McAllister St,San Francisco,CA,94115,1400000.0,5.0,1.0,,3575.0,3781.0,1900.0,,392.0,,,,,https://www.redfin.com/CA/San-Francisco/1539-McAllister-St-94115/home/1484175,,,N,Y,37.7776813,-122.4373855,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
61,PAST SALE,,Single Family Residential,160 Montcalm St,San Francisco,CA,94110,1895000.0,2.0,1.0,,756.0,1750.0,1910.0,,2507.0,,,,,https://www.redfin.com/CA/San-Francisco/160-Montcalm-St-94110/home/1885463,,,N,Y,37.7463377,-122.4074485,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
62,PAST SALE,,Condo/Co-op,30 Eagle St,San Francisco,CA,94114,975000.0,,,,809.0,,1900.0,,1205.0,,,,,https://www.redfin.com/CA/San-Francisco/30-Eagle-St-94114/home/2021745,,,N,Y,37.7584706,-122.4427922,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
63,PAST SALE,,Condo/Co-op,34 Aladdin Ter,San Francisco,CA,94133,1065000.0,1.0,1.0,,877.0,,1907.0,,1214.0,,,,,https://www.redfin.com/CA/San-Francisco/34-Aladdin-Ter-94133/home/40456886,,,N,Y,37.8003914,-122.413825,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
64,PAST SALE,February-9-2023,Condo/Co-op,2418 20th Ave #207,San Francisco,CA,94116,1095000.0,3.0,3.0,San Francisco,1221.0,11656.0,,,897.0,611.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2418-20th-Ave-94116/unit-207/home/28938716,San Francisco MLS,423717730,N,Y,37.7426603,-122.4764885,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
65,PAST SALE,,Condo/Co-op,2999 California St #704,San Francisco,CA,94115,671000.0,1.0,1.0,,653.0,,1929.0,,1028.0,,,,,https://www.redfin.com/CA/San-Francisco/2999-California-St-94115/unit-704/home/980240,,,N,Y,37.7874366,-122.4435262,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
66,PAST SALE,,Multi-Family (5+ Unit),2421 Judah St,San Francisco,CA,94122,3200000.0,,8.0,,7174.0,4991.0,1959.0,,446.0,,,,,https://www.redfin.com/CA/San-Francisco/2421-Judah-St-94122/home/630445,,,N,Y,37.7610069,-122.4882726,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
