,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,BROKER INFO,ALL INFO,LIST INFO,BOUGHT INFO,ALL INFO CLEAN,LIST INFO CLEAN,BOUGHT INFO CLEAN,LIST AGENTS,LIST COMPANIES,BOUGHT AGENTS,BOUGHT COMPANIES
3619,PAST SALE,March-24-2022,Condo/Co-op,18 Lansing St #301,San Francisco,CA,94105,1250000.0,2.0,2.0,San Francisco,1238.0,10062.0,1928.0,,1010.0,752.0,Sold,,,https://www.redfin.com/CA/San-Francisco/18-Lansing-St-94105/unit-301/home/12395946,San Francisco MLS,422629961,N,Y,37.7864229,-122.3938961,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3620,PAST SALE,April-14-2022,Single Family Residential,321 Castro St,San Francisco,CA,94114,3300000.0,6.0,5.0,SAN FRANCISCO,3370.0,1745.0,1905.0,,979.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/321-Castro-St-94114/home/1121140,MLSListings,ML81877424,N,Y,37.763416,-122.4349706,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3621,PAST SALE,August-1-2022,Condo/Co-op,360 Guerrero St #404,San Francisco,CA,94103,800000.0,1.0,1.0,San Francisco,822.0,45288.0,1983.0,,973.0,640.0,Sold,,,https://www.redfin.com/CA/San-Francisco/360-Guerrero-St-94103/unit-404/home/1575127,San Francisco MLS,422667950,N,Y,37.765436,-122.424864,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3622,PAST SALE,August-29-2022,Single Family Residential,57 Dellbrook Ave,San Francisco,CA,94131,1650000.0,3.0,3.0,San Francisco,1815.0,3550.0,1956.0,,909.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/57-Dellbrook-Ave-94131/home/1921937,San Francisco MLS,422675732,N,Y,37.7497336,-122.453823,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3623,PAST SALE,April-27-2022,Condo/Co-op,32 Cunningham Pl,San Francisco,CA,94110,1515000.0,3.0,2.0,San Francisco,,3001.0,1910.0,,,200.0,Sold,,,https://www.redfin.com/CA/San-Francisco/32-Cunningham-Pl-94110/home/1734565,San Francisco MLS,422630418,N,Y,37.7594448,-122.4220167,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3624,PAST SALE,,Condo/Co-op,856-860 Green St #1,San Francisco,CA,94133,1000000.0,2.0,1.0,,750.0,,1908.0,,1333.0,,,,,https://www.redfin.com/CA/San-Francisco/856-860-Green-St-94133/unit-1/home/540408,,,N,Y,37.799262,-122.413284,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3625,PAST SALE,August-26-2022,Single Family Residential,1334 Utah St,San Francisco,CA,94110,1825000.0,4.0,1.5,San Francisco,2332.0,2670.0,1895.0,,783.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1334-Utah-St-94110/home/1801417,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998984,N,Y,37.7526025,-122.4055125,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3626,PAST SALE,,Single Family Residential,1180 Plymouth Ave Unit 1180A,San Francisco,CA,94112,850000.0,2.0,1.0,,968.0,2495.0,1910.0,,878.0,,,,,https://www.redfin.com/CA/San-Francisco/1180-Plymouth-Ave-94112/unit-1180A/home/814283,,,N,Y,37.7233388,-122.455953,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3627,PAST SALE,April-20-2022,Multi-Family (2-4 Unit),2845 - 2847 Turk Blvd,San Francisco,CA,94118,2200000.0,4.0,2.0,San Francisco,2975.0,2247.0,1939.0,,739.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2845-2847-Turk-Blvd-94118/unit-2847/home/1409195,San Francisco MLS,422626253,N,Y,37.7777178,-122.4522379,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3628,PAST SALE,June-6-2022,Multi-Family (5+ Unit),1556 Great Hwy,San Francisco,CA,94122,4200000.0,14.0,14.0,SAN FRANCISCO,10174.0,7897.0,1962.0,,413.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1556-Great-Hwy-94122/home/636312,MLSListings,ML81882756,N,Y,37.7574241,-122.5086982,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3629,PAST SALE,October-21-2022,Single Family Residential,415 40Th Ave,San Francisco,CA,94121,1288000.0,2.0,1.0,Outer Richmond,1200.0,2062.0,1926.0,,1073.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/415-40th-Ave-94121/home/2003819,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41005431,N,Y,37.7808877,-122.5011717,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3630,PAST SALE,September-16-2022,Single Family Residential,1422 47th Ave,San Francisco,CA,94122,1555000.0,4.0,3.5,San Francisco,1900.0,1698.0,1904.0,,818.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1422-47th-Ave-94122/home/2018712,San Francisco MLS,422683318,N,Y,37.7598983,-122.5067089,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3631,PAST SALE,June-6-2022,Condo/Co-op,139 South Lake Merced Hls Unit 4E,San Francisco,CA,94132,1200000.0,3.0,2.0,San Francisco,1474.0,15266.0,1975.0,,814.0,991.0,Sold,,,https://www.redfin.com/CA/San-Francisco/139-S-Lake-Merced-Hls-94132/unit-4E/home/839712,San Francisco MLS,422651383,N,Y,37.7085685,-122.4832098,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3632,PAST SALE,March-20-2023,Condo/Co-op,526 Baker St,San Francisco,CA,94117,1800000.0,3.0,2.0,San Francisco,1982.0,3064.0,1900.0,,908.0,469.0,Sold,,,https://www.redfin.com/CA/San-Francisco/526-Baker-St-94117/home/177201175,San Francisco MLS,423718000,N,Y,37.7759631,-122.4412032,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3633,PAST SALE,,Multi-Family (5+ Unit),1882-1886 McAllister St #1884,San Francisco,CA,94115,1750000.0,9.0,6.0,,5025.0,2495.0,1900.0,,348.0,,,,,https://www.redfin.com/CA/San-Francisco/1882-1886-McAllister-St-94115/unit-1884/home/1764641,,,N,Y,37.7772856,-122.443166,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3634,PAST SALE,December-9-2022,Single Family Residential,564 Joost Ave,San Francisco,CA,94127,1300000.0,3.0,3.0,Sunnyside,1616.0,2495.0,1925.0,,804.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/564-Joost-Ave-94127/home/691588,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41010886,N,Y,37.7325405,-122.4480581,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3635,PAST SALE,April-19-2022,Condo/Co-op,1688 Pine St Unit W510,San Francisco,CA,94109,950000.0,1.0,1.0,San Francisco,741.0,35482.0,2016.0,,1282.0,750.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W510/home/144064027,San Francisco MLS,422634320,N,Y,37.7895497,-122.4233697,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3636,PAST SALE,December-16-2022,Multi-Family (5+ Unit),3224 Judah St,San Francisco,CA,94122,2550000.0,6.0,4.0,San Francisco,7990.0,4996.0,1960.0,,319.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/3224-Judah-St-94122/home/2027032,San Francisco MLS,422699696,N,Y,37.7610179,-122.4968059,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3637,PAST SALE,May-13-2022,Condo/Co-op,240 Lombard St #735,San Francisco,CA,94107,555000.0,0.0,1.0,San Francisco,477.0,50188.0,1993.0,,1164.0,850.0,Sold,,,https://www.redfin.com/CA/San-Francisco/240-Lombard-St-94111/unit-735/home/1658342,San Francisco MLS,422636477,N,Y,37.8037522,-122.4051538,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3638,PAST SALE,June-9-2022,Condo/Co-op,1497 Mcallister St,San Francisco,CA,94115,1475000.0,3.0,1.5,San Francisco,1345.0,3831.0,1900.0,,1097.0,410.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1497-McAllister-St-94115/home/1070058,San Francisco MLS,422654823,N,Y,37.7777984,-122.4364621,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3639,PAST SALE,March-29-2022,Single Family Residential,406 Gates St,San Francisco,CA,94110,1350000.0,2.0,1.5,San Francisco,1357.0,1750.0,1907.0,,995.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/406-Gates-St-94110/home/966183,San Francisco MLS,422628481,N,Y,37.7381934,-122.4141963,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3640,PAST SALE,August-4-2022,Single Family Residential,625 Madrid St,San Francisco,CA,94112,1125000.0,3.0,2.5,San Francisco,1365.0,2495.0,1906.0,,824.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/625-Madrid-St-94112/home/1248718,San Francisco MLS,422666671,N,Y,37.7195714,-122.4340613,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3641,PAST SALE,April-5-2022,Condo/Co-op,400 Avila St #306,San Francisco,CA,94123,1365000.0,2.0,1.0,Marina,758.0,,1991.0,,1801.0,623.0,Sold,,,https://www.redfin.com/CA/San-Francisco/400-Avila-St-94123/unit-306/home/560177,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40979774,N,Y,37.805002,-122.4405752,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3642,PAST SALE,March-24-2022,Condo/Co-op,1515 15th St #503,San Francisco,CA,94103,700000.0,1.0,1.0,SAN FRANCISCO,650.0,14125.0,2014.0,,1077.0,558.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-503/home/108273181,MLSListings,ML81878818,N,Y,37.7665977,-122.4181501,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3643,PAST SALE,September-2-2022,Condo/Co-op,280 Spear St Unit 23A,San Francisco,CA,94105,1800000.0,2.0,2.0,San Francisco,1494.0,47916.0,2022.0,,1205.0,1317.0,Sold,,,https://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-23A/home/180699879,San Francisco MLS,422682481,N,Y,37.7901615,-122.3913352,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3644,PAST SALE,July-11-2022,Multi-Family (2-4 Unit),786 17th Ave,San Francisco,CA,94121,1638000.0,5.0,3.0,SAN FRANCISCO,2950.0,2690.0,1920.0,,555.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/786-17th-Ave-94121/home/622030,MLSListings,ML81889712,N,Y,37.7732583,-122.4753346,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3645,PAST SALE,August-19-2022,Multi-Family (2-4 Unit),643 - 645 Minna St,San Francisco,CA,94103,2303000.0,8.0,,San Francisco,5050.0,2000.0,1915.0,,456.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/643-645-Minna-St-94103/unit-645/home/720258,San Francisco MLS,422671200,N,Y,37.7779487,-122.4114035,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3646,PAST SALE,April-28-2022,Condo/Co-op,60 Rausch St #206,San Francisco,CA,94103,1195000.0,2.0,2.0,San Francisco,1550.0,16836.0,2002.0,,771.0,655.0,Sold,,,https://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-206/home/12399522,San Francisco MLS,422627510,N,Y,37.7760722,-122.4096499,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3647,PAST SALE,September-9-2022,Single Family Residential,2683 46th Ave,San Francisco,CA,94116,1350000.0,3.0,2.0,San Francisco,1180.0,1746.0,1955.0,,1144.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2683-46th-Ave-94116/home/2033959,San Francisco MLS,422673211,N,Y,37.7365225,-122.5044829,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3648,PAST SALE,July-15-2022,Condo/Co-op,73 Sumner St #304,San Francisco,CA,94103,1275000.0,2.0,2.0,San Francisco,1262.0,5970.0,2002.0,,1010.0,777.0,Sold,,,https://www.redfin.com/CA/San-Francisco/73-Sumner-St-94103/unit-304/home/12398109,San Francisco MLS,422648586,N,Y,37.7760615,-122.4100481,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3649,PAST SALE,August-29-2022,Condo/Co-op,2773 Greenwich St,San Francisco,CA,94123,1050000.0,2.0,1.0,San Francisco,,2868.0,,,,175.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2773-Greenwich-St-94123/unit-2773/home/582515,San Francisco MLS,422668615,N,Y,37.797619,-122.4453102,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3650,PAST SALE,August-18-2022,Single Family Residential,1696 Palou Ave,San Francisco,CA,94124,1125000.0,4.0,2.5,San Francisco,2258.0,2495.0,1940.0,,498.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1696-Palou-Ave-94124/home/1503021,San Francisco MLS,422649894,N,Y,37.7351108,-122.3925417,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3651,PAST SALE,August-8-2022,Single Family Residential,745 Sloat Blvd,San Francisco,CA,94132,2188888.0,2.0,2.5,San Francisco,2740.0,4599.0,1936.0,,799.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/745-Sloat-Blvd-94132/home/1007883,San Francisco MLS,422659751,N,Y,37.7342738,-122.4800261,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3652,PAST SALE,July-19-2022,Condo/Co-op,97 28th St,San Francisco,CA,94110,1095000.0,2.0,1.0,San Francisco,805.0,2530.0,1924.0,,1360.0,400.0,Sold,,,https://www.redfin.com/CA/San-Francisco/97-28th-St-94110/home/1869394,San Francisco MLS,422664980,N,Y,37.7453368,-122.4241762,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3653,PAST SALE,July-30-2022,Single Family Residential,253 Bradford St,San Francisco,CA,94110,1375000.0,3.0,1.5,San Francisco,1331.0,1751.0,1962.0,,1033.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/253-Bradford-St-94110/home/1025893,San Francisco MLS,422665312,N,Y,37.7388053,-122.4094176,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3654,PAST SALE,March-28-2022,Condo/Co-op,200 Townsend St #19,San Francisco,CA,94107,850000.0,1.0,2.0,San Francisco,877.0,15768.0,2003.0,,969.0,661.0,Sold,,,https://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-19/home/2061437,San Francisco MLS,422626831,N,Y,37.7789208,-122.3932323,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3655,PAST SALE,,Multi-Family (2-4 Unit),453-455 Douglass St #455,San Francisco,CA,94114,2350000.0,6.0,2.5,,2125.0,3250.0,1905.0,,1106.0,,,,,https://www.redfin.com/CA/San-Francisco/453-455-Douglass-St-94114/unit-455/home/676202,,,N,Y,37.7563661,-122.4386318,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3656,PAST SALE,July-6-2022,Single Family Residential,379 Joost Ave,San Francisco,CA,94131,1830000.0,3.0,2.0,San Francisco,2495.0,2500.0,1955.0,,733.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/379-Joost-Ave-94131/home/1412841,San Francisco MLS,422655956,N,Y,37.7321824,-122.4438265,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3657,PAST SALE,November-2-2022,Condo/Co-op,2001 Mcallister St #213,San Francisco,CA,94118,719000.0,1.0,1.0,San Francisco,,,2002.0,,,737.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-213/home/12399501,San Francisco MLS,422667789,N,Y,37.776448,-122.4460603,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3658,PAST SALE,October-18-2022,Condo/Co-op,234 27th St #1,San Francisco,CA,94131,630000.0,1.0,1.0,San Francisco,600.0,2850.0,1900.0,,1050.0,100.0,Sold,,,https://www.redfin.com/CA/San-Francisco/234-27th-St-94131/unit-1/home/102813590,San Francisco MLS,422687993,N,Y,37.7471658,-122.426171,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3659,PAST SALE,November-22-2022,Multi-Family (2-4 Unit),1800 23rd St,San Francisco,CA,94107,1086000.0,8.0,4.0,San Francisco,2900.0,2275.0,1961.0,,374.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1800-23rd-St-94107/home/1247779,San Francisco MLS,422687247,N,Y,37.7549646,-122.3979454,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3660,PAST SALE,June-13-2022,Condo/Co-op,1841 Taylor St,San Francisco,CA,94133,1675000.0,2.0,2.0,San Francisco,1220.0,4744.0,1907.0,,1373.0,225.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1841-Taylor-St-94133/home/1707029,San Francisco MLS,422651436,N,Y,37.7995121,-122.4143648,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3661,PAST SALE,August-12-2022,Condo/Co-op,1 Daniel Burnham Ct #219,San Francisco,CA,94109,559000.0,0.0,1.0,San Francisco,562.0,46157.0,1988.0,,995.0,727.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-219/home/1659284,San Francisco MLS,422676655,N,Y,37.786783,-122.4219061,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3662,PAST SALE,July-8-2022,Single Family Residential,58 Graystone Ter,San Francisco,CA,94114,3015000.0,4.0,3.0,San Francisco,3597.0,4151.0,1912.0,,838.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/58-Graystone-Ter-94114/home/674197,San Francisco MLS,422629424,N,Y,37.7582933,-122.4475421,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3663,PAST SALE,October-31-2022,Condo/Co-op,77 Van Ness Ave #608,San Francisco,CA,94102,1110000.0,2.0,2.0,San Francisco,1140.0,,2009.0,,974.0,653.0,Sold,,,https://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-608/home/40138363,San Francisco MLS,422694289,N,Y,37.7760549,-122.4199372,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3664,PAST SALE,August-26-2022,Condo/Co-op,1900 Sutter St #6,San Francisco,CA,94115,870000.0,2.0,1.5,San Francisco,982.0,9669.0,1980.0,,886.0,666.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1900-Sutter-St-94115/unit-6/home/2033179,San Francisco MLS,422672508,N,Y,37.786447,-122.431999,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3665,PAST SALE,June-22-2022,Single Family Residential,2150 10th Ave,San Francisco,CA,94116,2950000.0,4.0,4.0,San Francisco,3059.0,2304.0,1978.0,,964.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2150-10th-Ave-94116/home/992563,San Francisco MLS,422649572,N,Y,37.7486517,-122.4661625,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3666,PAST SALE,July-18-2022,Condo/Co-op,999 Green St #3202,San Francisco,CA,94133,12000000.0,3.0,4.0,San Francisco,4935.0,14264.0,1964.0,,2432.0,6266.0,Sold,,,https://www.redfin.com/CA/San-Francisco/999-Green-St-94133/unit-3202/home/542622,San Francisco MLS,422662290,N,Y,37.7984858,-122.4151576,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3667,PAST SALE,April-26-2022,Condo/Co-op,1515 Union St Unit 2B,San Francisco,CA,94123,2455000.0,2.0,2.0,San Francisco,1243.0,,2020.0,,1975.0,1181.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1515-Union-St-94123/unit-2B/home/172360170,San Francisco MLS,422618691,N,Y,37.7982705,-122.424284,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3668,PAST SALE,May-4-2022,Condo/Co-op,2555 Leavenworth St #201,San Francisco,CA,94133,975000.0,2.0,2.0,San Francisco,952.0,9219.0,1961.0,,1024.0,680.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2555-Leavenworth-St-94133/unit-201/home/1197554,San Francisco MLS,422629935,N,Y,37.804693,-122.418709,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3669,PAST SALE,October-26-2022,Condo/Co-op,1025 Treat Ave,San Francisco,CA,94110,1460000.0,3.0,1.5,SAN FRANCISCO,1628.0,3185.0,1903.0,,897.0,520.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1025-Treat-Ave-94110/home/143852387,MLSListings,ML81904720,N,Y,37.7537047,-122.4129035,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3670,PAST SALE,May-25-2022,Single Family Residential,2331 47th Ave,San Francisco,CA,94116,1900000.0,3.0,2.0,San Francisco,1806.0,2500.0,1936.0,,1052.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2331-47th-Ave-94116/home/1840336,San Francisco MLS,422645311,N,Y,37.742972,-122.5060878,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3671,PAST SALE,October-21-2022,Condo/Co-op,2057 15th St Unit A,San Francisco,CA,94131,1129000.0,3.0,2.0,San Francisco,,7496.0,1907.0,,,720.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2057-15th-St-94114/unit-A/home/181468703,San Francisco MLS,422692137,N,Y,37.765818,-122.430224,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3672,PAST SALE,July-18-2022,Condo/Co-op,999 Green St #3201,San Francisco,CA,94133,17000000.0,3.0,4.5,San Francisco,5380.0,14264.0,1964.0,,3160.0,7311.0,Sold,,,https://www.redfin.com/CA/San-Francisco/999-Green-St-94133/unit-3201/home/1746765,San Francisco MLS,422660156,N,Y,37.7984858,-122.4151576,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3673,PAST SALE,March-29-2022,Condo/Co-op,188 Minna St Unit 33C,San Francisco,CA,94105,2800000.0,2.0,2.5,San Francisco,1670.0,,2005.0,,1677.0,2767.0,Sold,,,https://www.redfin.com/CA/San-Francisco/188-Minna-St-94105/unit-33C/home/12303361,San Francisco MLS,422625373,N,Y,37.7861799,-122.4012974,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3674,PAST SALE,July-22-2022,Condo/Co-op,1691 19th Ave,San Francisco,CA,94122,1350000.0,3.0,2.0,SAN FRANCISCO,1645.0,,2001.0,,821.0,287.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1691-19th-Ave-94122/home/1902620,MLSListings,ML81895470,N,Y,37.7561287,-122.4768268,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3675,PAST SALE,May-3-2022,Condo/Co-op,229 Brannan St Unit 3A,San Francisco,CA,94107,1800000.0,2.0,2.0,San Francisco,1486.0,82966.0,2001.0,,1211.0,1332.0,Sold,,,https://www.redfin.com/CA/San-Francisco/229-Brannan-St-94107/unit-3A/home/1160446,San Francisco MLS,422636839,N,Y,37.7824513,-122.3902228,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3676,PAST SALE,,Multi-Family (5+ Unit),1367-1369 Natoma St #1369,San Francisco,CA,94103,575000.0,,,,,1873.0,,,,,,,,https://www.redfin.com/CA/San-Francisco/1367-1369-Natoma-St-94103/unit-1369/home/2000869,,,N,Y,37.7673192,-122.4182975,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3677,PAST SALE,November-18-2022,Single Family Residential,723 46th Ave,San Francisco,CA,94121,1415000.0,2.0,1.0,San Francisco,1395.0,2996.0,1923.0,,1014.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/723-46th-Ave-94121/home/1964585,San Francisco MLS,422693657,N,Y,37.7747693,-122.5071068,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3678,PAST SALE,April-29-2022,Single Family Residential,291 Oak Park Dr,San Francisco,CA,94131,2000000.0,3.0,3.0,San Francisco,1639.0,6747.0,1959.0,,1220.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/291-Oak-Park-Dr-94131/home/676599,San Francisco MLS,422632003,N,Y,37.7540412,-122.4578479,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3679,PAST SALE,October-24-2022,Condo/Co-op,1314 Dolores St,San Francisco,CA,94110,1498000.0,3.0,1.0,San Francisco,1170.0,2838.0,1904.0,,1280.0,375.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1314-Dolores-St-94110/home/12167057,San Francisco MLS,422686372,N,Y,37.7483588,-122.4251621,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3680,PAST SALE,May-10-2022,Condo/Co-op,1000 3rd St #1305,San Francisco,CA,94158,1580000.0,2.0,2.0,San Francisco,1218.0,,2018.0,,1297.0,993.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-1305/home/146055976,San Francisco MLS,422641080,N,Y,37.775529,-122.390239,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3681,PAST SALE,,Multi-Family (5+ Unit),16 Powers Ave Unit C,San Francisco,CA,94110,1060000.0,6.0,3.0,,2535.0,2500.0,1900.0,,418.0,,,,,https://www.redfin.com/CA/San-Francisco/16-Powers-Ave-94110/unit-C/home/1986086,,,N,Y,37.7458544,-122.4192293,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3682,PAST SALE,April-14-2022,Single Family Residential,2256 Cabrillo St,San Francisco,CA,94121,3190000.0,5.0,4.5,San Francisco,3506.0,1881.0,1917.0,,910.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2256-Cabrillo-St-94121/home/618857,San Francisco MLS,422630437,N,Y,37.774718,-122.4831132,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
3683,PAST SALE,August-23-2022,Single Family Residential,2138 34th Ave,San Francisco,CA,94116,1635000.0,4.0,3.0,San Francisco,1884.0,2996.0,1940.0,,868.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2138-34th-Ave-94116/home/650604,San Francisco MLS,422676558,N,Y,37.7471943,-122.4918209,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
