SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-27-2023,Single Family Residential,378 Collingwood St,San Francisco,CA,94114,4875000,3,3.0,San Francisco,2570,3096,1940,,1897,,Sold,,,https://www.redfin.com/CA/San-Francisco/378-Collingwood-St-94114/home/1291449,San Francisco MLS,423713841,N,Y,37.7564329,-122.4358772
PAST SALE,September-6-2022,Single Family Residential,82 Staples Ave,San Francisco,CA,94131,1910000,3,3.0,San Francisco,1753,2500,1946,,1090,,Sold,,,https://www.redfin.com/CA/San-Francisco/82-Staples-Ave-94131/home/1989741,San Francisco MLS,422679913,N,Y,37.7292876,-122.443915
PAST SALE,October-21-2022,Condo/Co-op,198 Valencia Ave #205,San Francisco,CA,94103,1000000,2,2.0,San Francisco,,4499,,,,559,Sold,,,https://www.redfin.com/CA/San-Francisco/198-Valencia-St-94103/unit-205/home/181521403,San Francisco MLS,422693208,N,Y,37.7700643,-122.4225918
PAST SALE,May-2-2022,Condo/Co-op,219 Brannan St Unit 1B,San Francisco,CA,94107,985000,2,2.0,SAN FRANCISCO,876,82981,2000,,1124,1199,Sold,,,https://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-1B/home/847458,MLSListings,ML81884384,N,Y,37.782856,-122.390344
PAST SALE,October-14-2022,Condo/Co-op,2801 Jackson St #104,San Francisco,CA,94115,1115000,1,1.0,San Francisco,1154,6312,1906,,966,824,Sold,,,https://www.redfin.com/CA/San-Francisco/2801-Jackson-St-94115/unit-104/home/148065318,San Francisco MLS,422681504,N,Y,37.791415,-122.441437
PAST SALE,September-26-2022,Multi-Family (2-4 Unit),473 - 473A Hill St,San Francisco,CA,94114,2680000,5,3.0,San Francisco,2480,2848,1904,,1081,,Sold,,,https://www.redfin.com/CA/San-Francisco/473-Hill-St-94114/home/715434,San Francisco MLS,422687063,N,Y,37.7553524,-122.4317244
PAST SALE,May-17-2022,Single Family Residential,2723 37th Ave,San Francisco,CA,94116,1955000,4,2.0,San Francisco,1925,3000,1940,,1016,,Sold,,,https://www.redfin.com/CA/San-Francisco/2723-37th-Ave-94116/home/1211555,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40987712,N,Y,37.7361048,-122.494821
PAST SALE,February-17-2023,Condo/Co-op,124 Pierce St,San Francisco,CA,94117,1525000,3,2.0,San Francisco,1400,5312,1885,,1089,398,Sold,,,https://www.redfin.com/CA/San-Francisco/124-Pierce-St-94117/home/110051465,San Francisco MLS,423715399,N,Y,37.7712227,-122.4335341
PAST SALE,August-22-2022,Condo/Co-op,655 Corbett Ave #501,San Francisco,CA,94114,725000,1,1.0,San Francisco,757,17101,1964,,958,611,Sold,,,https://www.redfin.com/CA/San-Francisco/655-Corbett-Ave-94114/unit-501/home/675357,San Francisco MLS,422678226,N,Y,37.7565294,-122.4430524
PAST SALE,March-10-2023,Condo/Co-op,1922 Laguna St,San Francisco,CA,94115,1425000,3,2.0,SAN FRANCISCO,1456,,1890,,979,350,Sold,,,https://www.redfin.com/CA/San-Francisco/1922-Laguna-St-94115/home/860203,MLSListings,ML81918961,N,Y,37.7889825,-122.4286088
PAST SALE,April-15-2022,Condo/Co-op,220 Corbett Ave,San Francisco,CA,94114,1325000,2,2.0,San Francisco,1020,2966,1902,,1299,261,Sold,,,https://www.redfin.com/CA/San-Francisco/220-Corbett-Ave-94114/home/17305633,San Francisco MLS,422628128,N,Y,37.761572,-122.4434926
PAST SALE,May-23-2022,Condo/Co-op,1200 Castro St #1,San Francisco,CA,94114,870000,1,1.0,San Francisco,750,1681,1913,,1160,365,Sold,,,https://www.redfin.com/CA/San-Francisco/1200-Castro-St-94114/unit-1/home/144064096,San Francisco MLS,422641168,N,Y,37.7519018,-122.4343157
PAST SALE,May-4-2022,Single Family Residential,1435 Oakdale Ave,San Francisco,CA,94124,1200000,2,1.0,San Francisco,1125,2495,1938,,1067,,Sold,,,https://www.redfin.com/CA/San-Francisco/1435-Oakdale-Ave-94124/home/1575983,San Francisco MLS,422643335,N,Y,37.7327021,-122.3874657
PAST SALE,June-30-2022,Single Family Residential,198 Bradford St,San Francisco,CA,94110,1825000,4,2.0,San Francisco,1940,1912,1971,,941,,Sold,,,https://www.redfin.com/CA/San-Francisco/198-Bradford-St-94110/home/1583554,San Francisco MLS,422662967,N,Y,37.7398866,-122.4098379
PAST SALE,July-15-2022,Condo/Co-op,220 Lombard St #615,San Francisco,CA,94111,1400000,2,2.0,San Francisco,1263,50188,1992,,1108,1127,Sold,,,https://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-615/home/1107779,San Francisco MLS,422666611,N,Y,37.8042436,-122.4054002
PAST SALE,February-13-2023,Condo/Co-op,2200 Pacific Ave Unit 9C,San Francisco,CA,94115,1565000,2,2.0,San Francisco,1850,14450,1962,,846,1822,Sold,,,https://www.redfin.com/CA/San-Francisco/2200-Pacific-Ave-94115/unit-9C/home/940950,San Francisco MLS,423716476,N,Y,37.7939819,-122.4317719
PAST SALE,April-18-2022,Single Family Residential,558 Athens St,San Francisco,CA,94112,1300000,2,1.5,San Francisco,1200,2500,1926,,1083,,Sold,,,https://www.redfin.com/CA/San-Francisco/558-Athens-St-94112/home/779448,San Francisco MLS,422638137,N,Y,37.7192646,-122.4304558
PAST SALE,March-29-2022,Condo/Co-op,2034 Greenwich St,San Francisco,CA,94109,1575000,2,2.0,San Francisco,,1498,,,,425,Sold,,,https://www.redfin.com/CA/San-Francisco/2034-2036-Greenwich-St-94123/unit-2036/home/1514492,San Francisco MLS,422633319,N,Y,37.7994603,-122.4332882
PAST SALE,December-14-2022,Single Family Residential,383 Clipper St,San Francisco,CA,94114,1800000,2,1.5,San Francisco,1485,3420,1900,,1212,,Sold,,,https://www.redfin.com/CA/San-Francisco/383-Clipper-St-94114/home/1752926,San Francisco MLS,422704962,N,Y,37.7487621,-122.4333867
PAST SALE,,Condo/Co-op,1998 Broadway #804,San Francisco,CA,94109,1500000,2,2.0,,980,,1964,,1531,,,,,https://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-804/home/565038,,,N,Y,37.7953251,-122.4298254
PAST SALE,February-24-2023,Single Family Residential,1923 32nd Ave,San Francisco,CA,94116,2150000,6,4.0,San Francisco,3375,3000,1947,,637,,Sold,,,https://www.redfin.com/CA/San-Francisco/1923-32nd-Ave-94116/home/1969801,San Francisco MLS,422711529,N,Y,37.7512683,-122.4905276
PAST SALE,March-15-2023,Single Family Residential,14 Ina Ct,San Francisco,CA,94112,1775000,3,2.0,San Francisco,1745,2504,1950,,1017,,Sold,,,https://www.redfin.com/CA/San-Francisco/14-Ina-Ct-94112/home/916099,San Francisco MLS,423719957,N,Y,37.7240796,-122.4244048
PAST SALE,October-21-2022,Condo/Co-op,542 Duncan St #201,San Francisco,CA,94131,2300000,4,3.0,San Francisco,2575,1773,1992,,893,150,Sold,,,https://www.redfin.com/CA/San-Francisco/542-Duncan-St-94131/unit-201/home/184574444,San Francisco MLS,422690907,N,Y,37.7459481,-122.4323841
PAST SALE,April-19-2022,Multi-Family (5+ Unit),2221 Pacific Ave,San Francisco,CA,94115,2975000,0,,San Francisco,5467,3510,1900,,544,,Sold,,,https://www.redfin.com/CA/San-Francisco/2221-Pacific-Ave-94115/home/1251737,San Francisco MLS,422624067,N,Y,37.7934074,-122.4323692
PAST SALE,November-21-2022,Single Family Residential,1201 Shrader St,San Francisco,CA,94117,1200000,1,1.0,San Francisco,990,1132,1906,,1212,,Sold,,,https://www.redfin.com/CA/San-Francisco/1201-Shrader-St-94117/home/602133,San Francisco MLS,422699676,N,Y,37.7637282,-122.4511692
PAST SALE,March-30-2022,Single Family Residential,264 Montana St,San Francisco,CA,94112,975000,2,1.0,SAN FRANCISCO,712,3123,1949,,1369,,Sold,,,https://www.redfin.com/CA/San-Francisco/264-Montana-St-94112/home/1195614,MLSListings,ML81873380,N,Y,37.7167404,-122.4616625
PAST SALE,September-6-2022,Single Family Residential,768 Cole St,San Francisco,CA,94117,2400000,4,2.0,San Francisco,2184,3125,1900,,1099,,Sold,,,https://www.redfin.com/CA/San-Francisco/768-Cole-St-94117/home/2010326,San Francisco MLS,422682164,N,Y,37.7674482,-122.4500731
PAST SALE,September-28-2022,Single Family Residential,30 Mansell St,San Francisco,CA,94134,1080000,3,2.0,South Bayshore,1964,3000,1949,,550,,Sold,,,https://www.redfin.com/CA/San-Francisco/30-Mansell-St-94134/home/781020,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003685,N,Y,37.7215996,-122.4017954
PAST SALE,December-2-2022,Single Family Residential,969 Page St,San Francisco,CA,94117,1949000,3,2.5,San Francisco,2215,1875,1890,,880,,Sold,,,https://www.redfin.com/CA/San-Francisco/969-Page-St-94117/home/182573821,San Francisco MLS,422701539,N,Y,37.7720934,-122.4366151
PAST SALE,April-29-2022,Multi-Family (2-4 Unit),509 Potrero Ave,San Francisco,CA,94110,2345000,6,4.0,San Francisco,4963,2495,1911,,472,,Sold,,,https://www.redfin.com/CA/San-Francisco/509-Potrero-Ave-94110/unit-509B/home/1239895,San Francisco MLS,422627618,N,Y,37.7627957,-122.4070175
PAST SALE,September-27-2022,Condo/Co-op,2728 Gough St #1,San Francisco,CA,94123,1050000,2,1.0,San Francisco,837,3292,1924,,1254,350,Sold,,,https://www.redfin.com/CA/San-Francisco/2728-Gough-St-94123/unit-1/home/1143624,San Francisco MLS,422684437,N,Y,37.7986175,-122.427121
PAST SALE,March-2-2023,Condo/Co-op,1604 Church St #2,San Francisco,CA,94131,800000,2,1.0,San Francisco,866,2996,1962,,924,400,Sold,,,https://www.redfin.com/CA/San-Francisco/1604-Church-St-94131/unit-2/home/184095414,San Francisco MLS,423719148,N,Y,37.7450743,-122.4270947
PAST SALE,May-27-2022,Single Family Residential,1511 41St Ave,San Francisco,CA,94122,1900000,3,2.0,Outer Sunset,2170,2374,1938,,876,,Sold,,,https://www.redfin.com/CA/San-Francisco/1511-41st-Ave-94122/home/1799651,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40986578,N,Y,37.758499,-122.500701
PAST SALE,September-16-2022,Condo/Co-op,1946 Eddy St,San Francisco,CA,94115,1495000,2,2.0,San Francisco,1581,3438,1912,,946,341,Sold,,,https://www.redfin.com/CA/San-Francisco/1946-Eddy-St-94115/home/1739766,BAREIS,422677479,N,Y,37.780671,-122.4398142
PAST SALE,February-21-2023,Single Family Residential,81 ALPHA,San Francisco County,CA,94134,710000,3,1.0,San Francisco County,1200,2500,1952,,592,,Sold,,,https://www.redfin.com/CA/San-Francisco/81-Alpha-St-94134/home/1282864,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41015730,N,Y,37.7146859,-122.4032889
PAST SALE,April-1-2022,Condo/Co-op,733 Front St #312,San Francisco,CA,94111,1225000,1,1.0,San Francisco,1189,20241,2007,,1030,1112,Sold,,,https://www.redfin.com/CA/San-Francisco/733-Front-St-94111/unit-312/home/21967010,San Francisco MLS,422635547,N,Y,37.7980575,-122.4000623
PAST SALE,May-27-2022,Condo/Co-op,1967 Pine St,San Francisco,CA,94109,2850000,3,2.5,San Francisco,2360,4075,1977,,1208,,Sold,,,https://www.redfin.com/CA/San-Francisco/1967-Pine-St-94109/home/2007117,San Francisco MLS,422636645,N,Y,37.788368,-122.42812
PAST SALE,August-11-2022,Condo/Co-op,1930 Grove St #3,San Francisco,CA,94117,950333,2,1.0,San Francisco,855,3763,1922,,1112,496,Sold,,,https://www.redfin.com/CA/San-Francisco/1930-Grove-St-94117/unit-3/home/854432,San Francisco MLS,422672713,N,Y,37.7747197,-122.448471
PAST SALE,May-4-2022,Condo/Co-op,1998 Broadway #507,San Francisco,CA,94109,1510000,2,2.0,San Francisco,1155,15195,1964,,1307,1355,Sold,,,https://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-507/home/1699370,San Francisco MLS,422637646,N,Y,37.7953251,-122.4298254
PAST SALE,March-10-2023,Condo/Co-op,3981 Alemany Blvd #203,San Francisco,CA,94132,557000,1,1.0,SAN FRANCISCO,670,,2002,,831,762,Sold,,,https://www.redfin.com/CA/San-Francisco/3981-Alemany-Blvd-94132/unit-203/home/1746256,MLSListings,ML81919241,N,Y,37.7105232,-122.4688479
PAST SALE,October-25-2022,Condo/Co-op,8300 Oceanview Ter #306,San Francisco,CA,94132,605000,1,1.0,San Francisco,745,,2002,,812,760,Sold,,,https://www.redfin.com/CA/San-Francisco/8300-Oceanview-Ter-94132/unit-306/home/1809183,San Francisco MLS,422682010,N,Y,37.7100162,-122.4683516
PAST SALE,March-10-2023,Multi-Family (2-4 Unit),2840 Octavia St,San Francisco,CA,94123,1700000,4,4.0,San Francisco,2896,1999,1922,,587,,Sold,,,https://www.redfin.com/CA/San-Francisco/2840-Octavia-St-94123/home/559109,San Francisco MLS,423716481,N,Y,37.798554,-122.4288618
PAST SALE,May-10-2022,Single Family Residential,1115 Bosworth St,San Francisco,CA,94131,1800000,4,2.0,San Francisco,1825,2568,1936,,986,,Sold,,,https://www.redfin.com/CA/San-Francisco/1115-Bosworth-St-94131/home/1802409,San Francisco MLS,422626841,N,Y,37.7344206,-122.4390934
PAST SALE,April-15-2022,Condo/Co-op,2889 24th St #8,San Francisco,CA,94110,1485000,3,2.0,San Francisco,1308,4884,2007,,1135,669,Sold,,,https://www.redfin.com/CA/San-Francisco/2889-24th-St-94110/unit-8/home/17305779,San Francisco MLS,422632791,N,Y,37.7526701,-122.409804
PAST SALE,July-13-2022,Condo/Co-op,3418 Scott St,San Francisco,CA,94123,2360000,3,2.0,San Francisco,1663,,,,1419,400,Sold,,,https://www.redfin.com/CA/San-Francisco/3418-Scott-St-94123/home/1682316,San Francisco MLS,422657491,N,Y,37.801494,-122.441152
PAST SALE,March-3-2023,Condo/Co-op,3500 19th St #204,San Francisco,CA,94110,1660000,2,2.5,San Francisco,1485,10025,2013,,1118,709,Sold,,,https://www.redfin.com/CA/San-Francisco/3500-19th-St-94110/unit-204/home/110052036,San Francisco MLS,423720161,N,Y,37.7603065,-122.4218176
PAST SALE,March-30-2022,Single Family Residential,668 Banks St,San Francisco,CA,94110,1300000,3,1.0,Bernal Heights,1245,1751,1948,,1044,,Sold,,,https://www.redfin.com/CA/San-Francisco/668-Banks-St-94110/home/1430531,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40979653,N,Y,37.7350101,-122.4132229
PAST SALE,January-10-2023,Condo/Co-op,8400 Oceanview Ter #319,San Francisco,CA,94132,690000,2,2.0,San Francisco,967,,2004,,714,824,Sold,,,https://www.redfin.com/CA/San-Francisco/8400-Oceanview-Ter-94132/unit-319/home/1881442,San Francisco MLS,422709061,N,Y,37.7096596,-122.4686256
PAST SALE,June-30-2022,Townhouse,9 Laidley St,San Francisco,CA,94131,1800000,3,2.5,SAN FRANCISCO,1369,1881,1987,,1315,350,Sold,,,https://www.redfin.com/CA/San-Francisco/9-Laidley-St-94131/home/1639973,MLSListings,ML81879867,N,Y,37.7415626,-122.4317772
PAST SALE,March-23-2022,Condo/Co-op,555 Fulton St #325,San Francisco,CA,94102,849000,1,1.0,San Francisco,681,,,,1247,681,Sold,,,https://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-325/home/173331327,San Francisco MLS,422622487,N,Y,37.7781581,-122.4261091
PAST SALE,May-6-2022,Condo/Co-op,68 Mccoppin St #9,San Francisco,CA,94103,855000,1,1.0,San Francisco,752,5053,1996,,1137,274,Sold,,,https://www.redfin.com/CA/San-Francisco/68-McCoppin-St-94103/unit-9/home/12395692,San Francisco MLS,422641379,N,Y,37.77182,-122.4219061
PAST SALE,February-16-2023,Multi-Family (2-4 Unit),10 Neptune St,San Francisco,CA,94124,1260000,7,3.0,SAN FRANCISCO,2650,2500,1911,,475,,Sold,,,https://www.redfin.com/CA/San-Francisco/10-Neptune-St-94124/home/753669,MLSListings,ML81914511,N,Y,37.730916,-122.397235
PAST SALE,November-30-2022,Condo/Co-op,420 Noe St Unit 2B,San Francisco,CA,94114,1600000,3,2.5,San Francisco,1880,3750,1900,,851,400,Sold,,,https://www.redfin.com/CA/San-Francisco/420-Noe-St-94114/unit-2B/home/182325429,San Francisco MLS,422698684,N,Y,37.7622513,-122.4331498
PAST SALE,June-28-2022,Single Family Residential,2697 Alemany Blvd,San Francisco,CA,94112,1480000,5,3.0,San Francisco,1871,1951,1947,,791,,Sold,,,https://www.redfin.com/CA/San-Francisco/2697-Alemany-Blvd-94112/home/824900,San Francisco MLS,422661237,N,Y,37.7137732,-122.4486166
PAST SALE,June-15-2022,Single Family Residential,129 Shawnee Ave,San Francisco,CA,94112,1800000,3,2.5,San Francisco,2185,2200,1938,,824,,Sold,,,https://www.redfin.com/CA/San-Francisco/129-Shawnee-Ave-94112/home/1398072,San Francisco MLS,422625593,N,Y,37.7183141,-122.4468676
PAST SALE,,Condo/Co-op,83 McAllister St #504,San Francisco,CA,94102,435000,,1.0,,261,,2007,,1667,,,,,https://www.redfin.com/CA/San-Francisco/83-McAllister-St-94102/unit-504/home/21967112,,,N,Y,37.7806658,-122.413234
PAST SALE,July-8-2022,Single Family Residential,2795 41st Ave,San Francisco,CA,94116,1300000,2,1.0,San Francisco,1012,2273,1948,,1285,,Sold,,,https://www.redfin.com/CA/San-Francisco/2795-41st-Ave-94116/home/934248,San Francisco MLS,422660717,N,Y,37.7346886,-122.4992264
PAST SALE,May-12-2022,Single Family Residential,706 - 708 Wisconsin St,San Francisco,CA,94107,3710000,4,5.0,San Francisco,3746,2495,1900,,990,,Sold,,,https://www.redfin.com/CA/San-Francisco/706-Wisconsin-St-94107/home/1239986,San Francisco MLS,422644332,N,Y,37.7584397,-122.3993615
PAST SALE,November-21-2022,Single Family Residential,51 Mizpah St,San Francisco,CA,94131,1640000,2,1.5,San Francisco,,2500,1928,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/51-Mizpah-St-94131/home/809154,San Francisco MLS,422702419,N,Y,37.7364854,-122.4387062
PAST SALE,May-26-2022,Condo/Co-op,1285 Sanchez St,San Francisco,CA,94114,1295000,3,1.5,San Francisco,1082,,1906,,1197,,Sold,,,https://www.redfin.com/CA/San-Francisco/1285-Sanchez-St-94114/home/1681750,San Francisco MLS,421601236,N,Y,37.7486404,-122.4290209
PAST SALE,May-12-2022,Condo/Co-op,1300 22nd St #114,San Francisco,CA,94107,820000,1,1.0,San Francisco,773,32000,2016,,1061,674,Sold,,,https://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-114/home/125806022,San Francisco MLS,422643090,N,Y,37.7578379,-122.3944714
PAST SALE,May-26-2022,Multi-Family (2-4 Unit),209 - 211 11th Ave,San Francisco,CA,94118,1850000,4,2.0,San Francisco,3050,2060,1924,,607,,Sold,,,https://www.redfin.com/CA/San-Francisco/209-11th-Ave-94118/home/1692367,San Francisco MLS,422646668,N,Y,37.7842801,-122.4701515
PAST SALE,October-24-2022,Condo/Co-op,325 Berry St #614,San Francisco,CA,94158,800000,1,1.0,San Francisco,767,41654,2007,,1043,730,Sold,,,https://www.redfin.com/CA/San-Francisco/325-Berry-St-94158/unit-614/home/17304571,San Francisco MLS,422695236,N,Y,37.773394,-122.3957106
PAST SALE,November-28-2022,Single Family Residential,2334 14th Ave,San Francisco,CA,94116,1535000,3,1.0,San Francisco,1988,3600,1934,,772,,Sold,,,https://www.redfin.com/CA/San-Francisco/2334-14th-Ave-94116/home/1147467,San Francisco MLS,422699753,N,Y,37.744496,-122.4700482
PAST SALE,September-28-2022,Single Family Residential,300 Cresta Vista Dr,San Francisco,CA,94127,3071800,3,4.5,San Francisco,3344,4050,1964,,919,,Sold,,,https://www.redfin.com/CA/San-Francisco/300-Cresta-Vista-Dr-94127/home/1694276,San Francisco MLS,422685351,N,Y,37.7354545,-122.4531595
PAST SALE,April-29-2022,Condo/Co-op,325 Berry St #516,San Francisco,CA,94158,1455000,2,2.0,San Francisco,1364,41654,2007,,1067,805,Sold,,,https://www.redfin.com/CA/San-Francisco/325-Berry-St-94158/unit-516/home/17305294,San Francisco MLS,422643609,N,Y,37.773394,-122.3957106
PAST SALE,May-12-2022,Condo/Co-op,1663 Turk St,San Francisco,CA,94115,1475000,3,2.0,San Francisco,1559,,1880,,946,207,Sold,,,https://www.redfin.com/CA/San-Francisco/1663-Turk-St-94115/home/28441402,San Francisco MLS,422631440,N,Y,37.7798299,-122.436538
PAST SALE,,Multi-Family (2-4 Unit),3012-3014 Pine St #3014,San Francisco,CA,94115,1100000,,3.0,,4088,2831,1905,,269,,,,,https://www.redfin.com/CA/San-Francisco/3012-3014-Pine-St-94115/unit-3014/home/1278290,,,N,Y,37.7866248,-122.4458638
PAST SALE,June-29-2022,Multi-Family (2-4 Unit),1555 Shafter Ave,San Francisco,CA,94124,1250000,6,4.0,San Francisco,1600,2500,1900,,781,,Sold,,,https://www.redfin.com/CA/San-Francisco/1555-Shafter-Ave-94124/home/179484540,San Francisco MLS,422660848,N,Y,37.7304334,-122.3900494
PAST SALE,November-14-2022,Condo/Co-op,2235 Lake St,San Francisco,CA,94121,1825000,4,2.0,San Francisco,1856,5000,1913,,983,420,Sold,,,https://www.redfin.com/CA/San-Francisco/2235-Lake-St-94121/home/1709097,San Francisco MLS,422695537,N,Y,37.7855913,-122.4837183
PAST SALE,March-7-2023,Single Family Residential,215 Juanita Way,San Francisco,CA,94127,1900000,3,2.0,San Francisco,2123,3972,1930,,895,,Sold,,,https://www.redfin.com/CA/San-Francisco/215-Juanita-Way-94127/home/1933066,San Francisco MLS,423715401,N,Y,37.74108,-122.4553268
PAST SALE,June-21-2022,Condo/Co-op,55 Vandewater St #7,San Francisco,CA,94133,810000,1,1.0,San Francisco,732,4541,1981,,1107,455,Sold,,,https://www.redfin.com/CA/San-Francisco/55-Vandewater-St-94133/unit-7/home/1424802,San Francisco MLS,422659107,N,Y,37.8051143,-122.41288
PAST SALE,April-18-2022,Condo/Co-op,640 Davis St #3,San Francisco,CA,94111,2650000,3,3.0,San Francisco,2251,93129,1983,,1177,1980,Sold,,,https://www.redfin.com/CA/San-Francisco/640-Davis-St-94111/unit-3/home/547503,San Francisco MLS,422634536,N,Y,37.798301,-122.3983939
PAST SALE,November-16-2022,Single Family Residential,155 Manor Dr,San Francisco,CA,94127,1600000,2,1.5,San Francisco,1370,2957,1931,,1168,,Sold,,,https://www.redfin.com/CA/San-Francisco/155-Manor-Dr-94127/home/1063755,San Francisco MLS,422691015,N,Y,37.7288828,-122.4638628
PAST SALE,August-19-2022,Condo/Co-op,1 Bristol Ct #604,San Francisco,CA,94130,1741000,2,2.0,San Francisco,1203,,,,1447,1560,Sold,,,https://www.redfin.com/CA/San-Francisco/1-Bristol-Ct-94130/unit-604/home/180558476,San Francisco MLS,422679579,N,Y,37.8114597,-122.3652412
PAST SALE,May-4-2022,Condo/Co-op,730 Florida St #19,San Francisco,CA,94110,1300000,2,2.5,San Francisco,1405,10000,2001,,925,524,Sold,,,https://www.redfin.com/CA/San-Francisco/730-Florida-St-94110/unit-19/home/12398130,San Francisco MLS,422646503,N,Y,37.7599459,-122.4112428
PAST SALE,March-10-2023,Condo/Co-op,555 4th St #900,San Francisco,CA,94107,1175000,2,2.0,San Francisco,1111,63237,2006,,1058,775,Sold,,,https://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-900/home/12277729,San Francisco MLS,423718654,N,Y,37.7791203,-122.3971915
PAST SALE,,Single Family Residential,521 Magellan Ave,San Francisco,CA,94116,2015000,,1.0,,1216,3889,1920,,1657,,,,,https://www.redfin.com/CA/San-Francisco/521-Magellan-Ave-94116/home/686992,,,N,Y,37.7440719,-122.466649
PAST SALE,November-18-2022,Single Family Residential,4736 California St,San Francisco,CA,94118,4200000,6,3.5,San Francisco,3900,2500,1905,,1077,,Sold,,,https://www.redfin.com/CA/San-Francisco/4736-California-St-94118/home/603509,San Francisco MLS,422698382,N,Y,37.7848479,-122.4685064
PAST SALE,October-6-2022,Condo/Co-op,174 Dolores St,San Francisco,CA,94103,2500000,3,2.0,San Francisco,,3123,1915,,,522,Sold,,,https://www.redfin.com/CA/San-Francisco/174-Dolores-St-94103/home/167047520,San Francisco MLS,422681619,N,Y,37.7666831,-122.4268255
PAST SALE,February-24-2023,Single Family Residential,2972 Bush St,San Francisco,CA,94115,1350000,6,4.0,San Francisco,3890,2099,1900,,347,,Sold,,,https://www.redfin.com/CA/San-Francisco/2972-Bush-St-94115/home/1602636,MetroList,423714717,N,Y,37.7856052,-122.4462202
PAST SALE,November-21-2022,Single Family Residential,71 Forest View Dr,San Francisco,CA,94132,1490000,2,2.0,San Francisco,1452,2495,1940,,1026,,Sold,,,https://www.redfin.com/CA/San-Francisco/71-Forest-View-Dr-94132/home/1284103,San Francisco MLS,422700370,N,Y,37.7329377,-122.4839394
PAST SALE,June-21-2022,Condo/Co-op,425 Carl St,San Francisco,CA,94117,950000,1,1.0,San Francisco,,1270,1928,,,150,Sold,,,https://www.redfin.com/CA/San-Francisco/425-Carl-St-94117/home/23424109,San Francisco MLS,422658319,N,Y,37.7646985,-122.4562054
PAST SALE,August-17-2022,Single Family Residential,66 Clarendon Ave,San Francisco,CA,94114,2800000,4,2.5,San Francisco,2540,2866,1978,,1102,,Sold,,,https://www.redfin.com/CA/San-Francisco/66-Clarendon-Ave-94114/home/1813650,San Francisco MLS,422678336,N,Y,37.7589497,-122.4505921
PAST SALE,March-20-2023,Single Family Residential,246 Athens St,San Francisco,CA,94112,805000,1,2.0,San Francisco,1022,2495,1912,,788,,Sold,,,https://www.redfin.com/CA/San-Francisco/246-Athens-St-94112/home/774437,San Francisco MLS,423720407,N,Y,37.7241203,-122.4268695
PAST SALE,April-21-2022,Condo/Co-op,425 1st St #3003,San Francisco,CA,94105,2700000,2,3.0,San Francisco,1928,56024,2008,,1400,1489,Sold,,,https://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-3003/home/17304376,San Francisco MLS,422619977,N,Y,37.7857365,-122.3921923
PAST SALE,April-11-2022,Condo/Co-op,631 Folsom St Unit 7C,San Francisco,CA,94107,1159000,2,2.0,San Francisco,1054,38089,2009,,1100,1006,Sold,,,https://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-7C/home/23424367,San Francisco MLS,422629545,N,Y,37.7847302,-122.3968612
PAST SALE,June-30-2022,Single Family Residential,815 Carolina St,San Francisco,CA,94107,1580000,2,1.0,San Francisco,,2495,1906,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/815-Carolina-St-94107/home/1828423,San Francisco MLS,422658633,N,Y,37.7583564,-122.399737
PAST SALE,September-30-2022,Condo/Co-op,198 Valencia St #301,San Francisco,CA,94103,699000,1,1.0,San Francisco,674,4499,,,1037,546,Sold,,,https://www.redfin.com/CA/San-Francisco/198-Valencia-St-94103/unit-301/home/182048087,San Francisco MLS,422689709,N,Y,37.7700643,-122.4225918
PAST SALE,,Multi-Family (5+ Unit),3661 19th St,San Francisco,CA,94110,7480000,,12.0,,12369,5697,1964,,605,,,,,https://www.redfin.com/CA/San-Francisco/3661-19th-St-94110/home/1148669,,,N,Y,37.7596856,-122.4249108
