SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Multi-Family (5+ Unit),4349 18th St,San Francisco,CA,94114,1300000,8,9.0,,4443,1875,1904,,293,,,,,https://www.redfin.com/CA/San-Francisco/4349-18th-St-94114/home/675926,,,N,Y,37.7605142,-122.4380156
PAST SALE,October-28-2022,Single Family Residential,2127 Balboa St,San Francisco,CA,94121,1300000,2,1.0,SAN FRANCISCO,984,2500,1934,,1321,,Sold,,,https://www.redfin.com/CA/San-Francisco/2127-Balboa-St-94121/home/1021986,MLSListings,ML81909205,N,Y,37.7762438,-122.481817
PAST SALE,October-28-2022,Single Family Residential,2152 16th Ave,San Francisco,CA,94116,1610000,4,3.0,San Francisco,1325,3000,1938,,1215,,Sold,,,https://www.redfin.com/CA/San-Francisco/2152-16th-Ave-94116/home/1022996,San Francisco MLS,422697206,N,Y,37.7478196,-122.4725196
PAST SALE,April-1-2022,Single Family Residential,746 33rd Ave,San Francisco,CA,94121,2290000,4,2.5,SAN FRANCISCO,2050,2996,1923,,1117,,Sold,,,https://www.redfin.com/CA/San-Francisco/746-33rd-Ave-94121/home/2018600,MLSListings,ML81879385,N,Y,37.7750348,-122.4928113
PAST SALE,April-15-2022,Condo/Co-op,423 Waller St #5,San Francisco,CA,94117,720000,1,1.0,SAN FRANCISCO,588,,1965,,1224,344,Sold,,,https://www.redfin.com/CA/San-Francisco/423-Waller-St-94117/unit-5/home/979860,MLSListings,ML81881807,N,Y,37.7709029,-122.4307621
PAST SALE,April-14-2022,Single Family Residential,4184 25th St,San Francisco,CA,94114,6500000,5,5.0,San Francisco,4587,2665,,,1417,,Sold,,,https://www.redfin.com/CA/San-Francisco/4184-25th-St-94114/home/1891037,San Francisco MLS,422641455,N,Y,37.7499273,-122.4335822
PAST SALE,November-10-2022,Single Family Residential,45 Pinehurst Way,San Francisco,CA,94127,1690000,3,1.0,SAN FRANCISCO,1768,3105,1928,,956,,Sold,,,https://www.redfin.com/CA/San-Francisco/45-Pinehurst-Way-94127/home/1395754,MLSListings,ML81908520,N,Y,37.7275834,-122.4655433
PAST SALE,April-19-2022,Single Family Residential,227 Dorland St,San Francisco,CA,94114,2610000,3,2.5,San Francisco,2418,2953,1900,,1079,,Sold,,,https://www.redfin.com/CA/San-Francisco/227-Dorland-St-94114/home/709900,San Francisco MLS,422638882,N,Y,37.7618726,-122.4290488
PAST SALE,July-1-2022,Multi-Family (2-4 Unit),1936 - 1938 Powell St,San Francisco,CA,94133,1988000,6,2.0,San Francisco,2728,2234,1907,,729,,Sold,,,https://www.redfin.com/CA/San-Francisco/1936-Powell-St-94133/home/1400585,San Francisco MLS,422657988,N,Y,37.8026489,-122.4110148
PAST SALE,June-2-2022,Condo/Co-op,716 Fillmore St,San Francisco,CA,94117,1706000,3,1.5,San Francisco,1313,2499,1900,,1299,375,Sold,,,https://www.redfin.com/CA/San-Francisco/716-Fillmore-St-94117/home/109315298,San Francisco MLS,422649667,N,Y,37.7764359,-122.431042
PAST SALE,July-12-2022,Single Family Residential,1875 44th Ave,San Francisco,CA,94122,1475000,2,2.0,SAN FRANCISCO,1016,3000,1944,,1452,,Sold,,,https://www.redfin.com/CA/San-Francisco/1875-44th-Ave-94122/home/1910645,MLSListings,ML81895211,N,Y,37.751669,-122.5033491
PAST SALE,May-3-2022,Single Family Residential,243 Bella Vista Way,San Francisco,CA,94127,1800000,3,2.0,San Francisco,1557,2504,1947,,1156,,Sold,,,https://www.redfin.com/CA/San-Francisco/243-Bella-Vista-Way-94127/home/1637348,San Francisco MLS,422642078,N,Y,37.7374195,-122.4503281
PAST SALE,December-15-2022,Single Family Residential,1997 14th Ave,San Francisco,CA,94116,1750000,3,1.5,SAN FRANCISCO,1621,3510,1951,,1080,,Sold,,,https://www.redfin.com/CA/San-Francisco/1997-14th-Ave-94116/home/1376829,MLSListings,ML81912242,N,Y,37.7508348,-122.4711598
PAST SALE,March-6-2023,Single Family Residential,251 Summit Way,San Francisco,CA,94132,1920000,4,3.5,San Francisco,2385,1701,2015,,805,250,Sold,,,https://www.redfin.com/CA/San-Francisco/251-Summit-Way-94132/home/102080144,San Francisco MLS,423715687,N,Y,37.7153386,-122.4771297
PAST SALE,June-8-2022,Multi-Family (2-4 Unit),91 - 97 Mayfair Dr,San Francisco,CA,94118,2750000,4,4.0,San Francisco,3956,3593,1949,,695,,Sold,,,https://www.redfin.com/CA/San-Francisco/91-97-Mayfair-Dr-94118/unit-97/home/1260963,San Francisco MLS,422644059,N,Y,37.7857746,-122.4517977
PAST SALE,September-15-2022,Single Family Residential,290 Bowdoin St,San Francisco,CA,94134,1133000,3,2.0,San Francisco,,2325,1928,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/290-Bowdoin-St-94134/home/1423249,San Francisco MLS,422677199,N,Y,37.7307988,-122.4130791
PAST SALE,October-31-2022,Single Family Residential,1015 Brazil Ave,San Francisco,CA,94112,1100000,2,2.0,San Francisco,1143,1873,1902,,962,,Sold,,,https://www.redfin.com/CA/San-Francisco/1015-Brazil-Ave-94112/home/1971649,San Francisco MLS,422683054,N,Y,37.7207289,-122.426087
PAST SALE,April-7-2022,Townhouse,118 Everson St,San Francisco,CA,94131,1460000,2,2.0,San Francisco,1360,440,1973,,1074,490,Sold,,,https://www.redfin.com/CA/San-Francisco/118-Everson-St-94131/home/1481723,San Francisco MLS,422635607,N,Y,37.7384428,-122.4320113
PAST SALE,September-30-2022,Condo/Co-op,1689 19th Ave,San Francisco,CA,94122,1215000,2,2.0,SAN FRANCISCO,1780,2425,2001,,683,287,Sold,,,https://www.redfin.com/CA/San-Francisco/1689-19th-Ave-94122/home/1067206,MLSListings,ML81904321,N,Y,37.756171,-122.4769
PAST SALE,April-11-2022,Condo/Co-op,300 Ivy St #411,San Francisco,CA,94102,940000,1,1.0,San Francisco,,22794,2014,,,569,Sold,,,https://www.redfin.com/CA/San-Francisco/300-Ivy-St-94102/unit-411/home/69054964,San Francisco MLS,422627542,N,Y,37.7773806,-122.4233752
PAST SALE,June-22-2022,Single Family Residential,294 Tocoloma Ave,San Francisco,CA,94134,1520000,3,1.5,San Francisco,2395,3097,1933,,635,,Sold,,,https://www.redfin.com/CA/San-Francisco/294-Tocoloma-Ave-94134/home/1622349,San Francisco MLS,422655925,N,Y,37.7116138,-122.3985207
PAST SALE,July-13-2022,Condo/Co-op,2414 Larkin St,San Francisco,CA,94109,1555000,2,1.0,San Francisco,1344,2286,1900,,1157,410,Sold,,,https://www.redfin.com/CA/San-Francisco/2414-Larkin-St-94109/home/173329764,San Francisco MLS,422666003,N,Y,37.8002051,-122.420707
PAST SALE,May-3-2022,Condo/Co-op,201 Harrison St #218,San Francisco,CA,94105,450000,0,1.0,San Francisco,420,38449,1991,,1071,659,Sold,,,https://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-218/home/726524,San Francisco MLS,422627352,N,Y,37.7874798,-122.3905769
PAST SALE,August-8-2022,Condo/Co-op,195 25th Ave #301,San Francisco,CA,94121,1340000,2,2.0,SAN FRANCISCO,1300,,1930,,1031,550,Sold,,,https://www.redfin.com/CA/San-Francisco/195-25th-Ave-94121/unit-301/home/1289560,MLSListings,ML81898345,N,Y,37.7860008,-122.4853539
PAST SALE,September-12-2022,Single Family Residential,227 Garfield St,San Francisco,CA,94132,1270000,2,1.0,San Francisco,1071,2199,1939,,1186,,Sold,,,https://www.redfin.com/CA/San-Francisco/227-Garfield-St-94132/home/1816040,San Francisco MLS,422683493,N,Y,37.7195306,-122.4649684
PAST SALE,November-4-2022,Condo/Co-op,1830 Fillmore St #311,San Francisco,CA,94115,1215000,2,2.0,SAN FRANCISCO,1107,,1984,,1098,634,Sold,,,https://www.redfin.com/CA/San-Francisco/1830-Fillmore-St-94115/unit-311/home/1030296,MLSListings,ML81908415,N,Y,37.7864799,-122.4332159
PAST SALE,January-18-2023,Single Family Residential,2262 20th Ave,San Francisco,CA,94116,1450000,4,2.0,SAN FRANCISCO,2043,3000,1924,,710,,Sold,,,https://www.redfin.com/CA/San-Francisco/2262-20th-Ave-94116/home/1072476,MLSListings,ML81912845,N,Y,37.7455956,-122.4766875
PAST SALE,March-25-2022,Condo/Co-op,2040 Franklin St #1002,San Francisco,CA,94109,875000,1,1.5,San Francisco,1018,14332,1966,,860,987,Sold,,,https://www.redfin.com/CA/San-Francisco/2040-Franklin-St-94109/unit-1002/home/1731271,San Francisco MLS,422623751,N,Y,37.7935385,-122.4243837
PAST SALE,July-28-2022,Single Family Residential,1971 45th Ave,San Francisco,CA,94116,1800000,4,2.5,SAN FRANCISCO,2215,2996,1946,,813,,Sold,,,https://www.redfin.com/CA/San-Francisco/1971-45th-Ave-94116/home/644412,MLSListings,ML81889343,N,Y,37.7498237,-122.5043548
PAST SALE,,Multi-Family (5+ Unit),3638-3640 Cabrillo St #3640,San Francisco,CA,94121,525000,2,4.0,,2500,2800,1914,,210,,,,,https://www.redfin.com/CA/San-Francisco/3638-3640-Cabrillo-St-94121/unit-3640/home/618047,,,N,Y,37.7739751,-122.4980263
PAST SALE,April-29-2022,Condo/Co-op,1998 Broadway St #807,San Francisco,CA,94109,1245000,2,2.0,San Francisco,1200,15195,1964,,1038,1288,Sold,,,https://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,422628020,N,Y,37.7953251,-122.4298254
PAST SALE,June-21-2022,Single Family Residential,1391 De Haro St,San Francisco,CA,94107,1300000,2,1.0,San Francisco,,1663,1900,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/1391-De-Haro-St-94107/home/2011370,San Francisco MLS,422648424,N,Y,37.7522984,-122.4001691
PAST SALE,February-17-2023,Single Family Residential,51 Brewster St,San Francisco,CA,94110,1370000,3,2.0,San Francisco,1200,1750,1958,,1142,,Sold,,,https://www.redfin.com/CA/San-Francisco/51-Brewster-St-94110/home/757236,San Francisco MLS,422710806,N,Y,37.7456331,-122.4065621
PAST SALE,August-29-2022,Condo/Co-op,201 Laguna St #10,San Francisco,CA,94102,760000,1,1.0,San Francisco,609,8478,1990,,1248,476,Sold,,,https://www.redfin.com/CA/San-Francisco/201-Laguna-St-94102/unit-10/home/1893917,San Francisco MLS,422674291,N,Y,37.7729932,-122.4257773
PAST SALE,August-19-2022,Condo/Co-op,89 Goethe St #11,Daly City,CA,94014,670000,2,2.0,DALY CITY,1051,,2005,,637,510,Sold,,,https://www.redfin.com/CA/Daly-City/89-Goethe-St-94014/unit-11/home/2100420,MLSListings,ML81895613,N,Y,37.7081149,-122.4587988
PAST SALE,February-28-2023,Condo/Co-op,145 Gardenside Dr #9,San Francisco,CA,94131,855000,2,1.5,San Francisco,1033,38735,1981,,828,823,Sold,,,https://www.redfin.com/CA/San-Francisco/145-Gardenside-Dr-94131/unit-9/home/1486339,San Francisco MLS,422711287,N,Y,37.7543197,-122.4449102
PAST SALE,September-22-2022,Condo/Co-op,2225 23rd St #112,San Francisco,CA,94107,525000,1,1.0,SAN FRANCISCO,602,,1989,,872,593,Sold,,,https://www.redfin.com/CA/San-Francisco/2225-23rd-St-94107/unit-112/home/735709,MLSListings,ML81890297,N,Y,37.7543499,-122.4022071
PAST SALE,September-20-2022,Multi-Family (2-4 Unit),4106 19th St,San Francisco,CA,94114,1500000,4,2.0,San Francisco,1848,1668,1907,,812,,Sold,,,https://www.redfin.com/CA/San-Francisco/4106A-19th-St-94114/home/1299767,San Francisco MLS,422666192,N,Y,37.7594484,-122.4352963
PAST SALE,February-10-2023,Single Family Residential,186 Byxbee St,San Francisco,CA,94132,1300000,3,2.0,San Francisco,1899,1873,1959,,685,,Sold,,,https://www.redfin.com/CA/San-Francisco/186-Byxbee-St-94132/home/1760970,San Francisco MLS,422707077,N,Y,37.7177384,-122.4697004
PAST SALE,January-26-2023,Single Family Residential,94 Sussex St,San Francisco,CA,94131,1525000,2,2.0,SAN FRANCISCO,1625,3410,1900,,938,,Sold,,,https://www.redfin.com/CA/San-Francisco/94-Sussex-St-94131/home/1567199,MLSListings,ML81908984,N,Y,37.7374125,-122.4344816
PAST SALE,January-19-2023,Condo/Co-op,1907 Leavenworth St #6,San Francisco,CA,94133,1035000,1,1.0,San Francisco,,5472,1907,,,722,Sold,,,https://www.redfin.com/CA/San-Francisco/1907-Leavenworth-St-94133/unit-6/home/541857,San Francisco MLS,422693766,N,Y,37.7986227,-122.4174307
PAST SALE,,Multi-Family (5+ Unit),616 Moraga St #2,San Francisco,CA,94122,835000,8,8.0,,6260,5000,1958,,133,,,,,https://www.redfin.com/CA/San-Francisco/616-Moraga-St-94122/unit-2/home/1563748,,,N,Y,37.7566516,-122.4694351
PAST SALE,September-30-2022,Condo/Co-op,1545 Pine St #406,San Francisco,CA,94109,1075000,1,1.0,SAN FRANCISCO,992,,2017,,1084,950,Sold,,,https://www.redfin.com/CA/San-Francisco/1545-Pine-St-94109/unit-406/home/169038073,MLSListings,ML81880790,N,Y,37.7893082,-122.4211982
PAST SALE,April-5-2022,Condo/Co-op,1573 Waller St,San Francisco,CA,94117,1825000,3,1.0,San Francisco,1406,2719,1900,,1298,250,Sold,,,https://www.redfin.com/CA/San-Francisco/1573-Waller-St-94117/home/28890509,San Francisco MLS,422631445,N,Y,37.7684894,-122.4499034
PAST SALE,April-29-2022,Condo/Co-op,355 Buena Vista Ave Unit 106W,San Francisco,CA,94117,888000,1,1.0,San Francisco,787,90869,1986,,1128,853,Sold,,,https://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-106W/home/114077448,San Francisco MLS,422639218,N,Y,37.7671808,-122.4401329
PAST SALE,June-14-2022,Single Family Residential,2412 Lake St,San Francisco,CA,94121,3500000,4,3.5,San Francisco,2535,2700,1909,,1381,,Sold,,,https://www.redfin.com/CA/San-Francisco/2412-Lake-St-94121/home/1948668,San Francisco MLS,422629645,N,Y,37.7859269,-122.4854458
PAST SALE,May-10-2022,Condo/Co-op,425 1st St #1207,San Francisco,CA,94105,1088000,1,1.0,San Francisco,819,56024,2008,,1328,1166,Sold,,,https://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-1207/home/17305854,San Francisco MLS,422632964,N,Y,37.7857365,-122.3921923
PAST SALE,,Multi-Family (2-4 Unit),1522 Fell St,San Francisco,CA,94117,876000,,2.0,,2600,2495,1906,,337,,,,,https://www.redfin.com/CA/San-Francisco/1522-Fell-St-94117/home/596312,,,N,Y,37.7735737,-122.4430523
PAST SALE,,Multi-Family (2-4 Unit),1310-1312 32nd Ave #1312,San Francisco,CA,94122,851500,,2.0,,1710,1703,1944,,498,,,,,https://www.redfin.com/CA/San-Francisco/1310-1312-32nd-Ave-94122/unit-1312/home/1270498,,,N,Y,37.7626438,-122.4908546
PAST SALE,June-9-2022,Condo/Co-op,2230 Mason St Unit M202,San Francisco,CA,94133,1050000,2,2.0,San Francisco,1071,7579,2001,,980,810,Sold,,,https://www.redfin.com/CA/San-Francisco/2230-Mason-St-94133/unit-M202/home/910018,San Francisco MLS,422635870,N,Y,37.8042885,-122.4131455
PAST SALE,,Multi-Family (5+ Unit),1105 Stanyan St,San Francisco,CA,94117,515000,6,5.0,,2950,2021,1907,,175,,,,,https://www.redfin.com/CA/San-Francisco/1105-Stanyan-St-94117/home/1299483,,,N,Y,37.7642818,-122.4527856
PAST SALE,September-26-2022,Condo/Co-op,3615 22nd St,San Francisco,CA,94114,1850000,3,2.5,San Francisco,1519,1372,1911,,1218,175,Sold,,,https://www.redfin.com/CA/San-Francisco/3615-22nd-St-94114/home/1950130,San Francisco MLS,422689013,N,Y,37.7547081,-122.4281699
PAST SALE,January-9-2023,Single Family Residential,1386 7th Ave,San Francisco,CA,94122,2285000,4,1.5,San Francisco,,2374,1910,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/1386-7th-Ave-94122/home/1237748,San Francisco MLS,422710309,N,Y,37.7625609,-122.4638799
PAST SALE,,Single Family Residential,755 Duncan St,San Francisco,CA,94131,1875000,2,2.0,,1125,2850,1949,,1667,,,,,https://www.redfin.com/CA/San-Francisco/755-Duncan-St-94131/home/1896869,,,N,Y,37.7452944,-122.4369997
PAST SALE,,Multi-Family (2-4 Unit),37 Bartlett St,San Francisco,CA,94110,200000,,2.0,,2980,2250,1915,,67,,,,,https://www.redfin.com/CA/San-Francisco/37-Bartlett-St-94110/home/713844,,,N,Y,37.756343,-122.4196867
PAST SALE,March-3-2023,Single Family Residential,2102 Castro St,San Francisco,CA,94131,1562500,2,1.0,San Francisco,,2626,1910,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/2102-Castro-St-94131/home/2019929,San Francisco MLS,423718957,N,Y,37.7446963,-122.4336521
PAST SALE,,Condo/Co-op,300 3rd St #507,San Francisco,CA,94107,705000,1,1.0,,946,,1990,,745,,,,,https://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-507/home/1734828,,,N,Y,37.7831834,-122.3991177
PAST SALE,April-20-2022,Multi-Family (2-4 Unit),1426 - 1428 Noe St,San Francisco,CA,94131,2280000,2,,San Francisco,2508,2160,1969,,909,,Sold,,,https://www.redfin.com/CA/San-Francisco/1426-1428-Noe-St-94131/unit-1428/home/802462,San Francisco MLS,422650403,N,Y,37.7461189,-122.4315267
PAST SALE,January-17-2023,Single Family Residential,2578 Pine St,San Francisco,CA,94115,4500000,4,3.0,Pacific Heights,2864,2915,1900,,1571,,Sold,,,https://www.redfin.com/CA/San-Francisco/2578-Pine-St-94115/home/1529845,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41017190,N,Y,37.7876115,-122.4383855
PAST SALE,,Condo/Co-op,1000 3rd St #511,San Francisco,CA,94158,1889000,3,2.0,,1458,,2018,,1296,,,,,https://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-511/home/145526894,,,N,Y,37.7752125,-122.3902276
PAST SALE,,Single Family Residential,1539 McAllister St,San Francisco,CA,94115,1400000,5,1.0,,3575,3781,1900,,392,,,,,https://www.redfin.com/CA/San-Francisco/1539-McAllister-St-94115/home/1484175,,,N,Y,37.7776813,-122.4373855
PAST SALE,,Single Family Residential,160 Montcalm St,San Francisco,CA,94110,1895000,2,1.0,,756,1750,1910,,2507,,,,,https://www.redfin.com/CA/San-Francisco/160-Montcalm-St-94110/home/1885463,,,N,Y,37.7463377,-122.4074485
PAST SALE,,Condo/Co-op,30 Eagle St,San Francisco,CA,94114,975000,,,,809,,1900,,1205,,,,,https://www.redfin.com/CA/San-Francisco/30-Eagle-St-94114/home/2021745,,,N,Y,37.7584706,-122.4427922
PAST SALE,,Condo/Co-op,34 Aladdin Ter,San Francisco,CA,94133,1065000,1,1.0,,877,,1907,,1214,,,,,https://www.redfin.com/CA/San-Francisco/34-Aladdin-Ter-94133/home/40456886,,,N,Y,37.8003914,-122.413825
PAST SALE,February-9-2023,Condo/Co-op,2418 20th Ave #207,San Francisco,CA,94116,1095000,3,3.0,San Francisco,1221,11656,,,897,611,Sold,,,https://www.redfin.com/CA/San-Francisco/2418-20th-Ave-94116/unit-207/home/28938716,San Francisco MLS,423717730,N,Y,37.7426603,-122.4764885
PAST SALE,,Condo/Co-op,2999 California St #704,San Francisco,CA,94115,671000,1,1.0,,653,,1929,,1028,,,,,https://www.redfin.com/CA/San-Francisco/2999-California-St-94115/unit-704/home/980240,,,N,Y,37.7874366,-122.4435262
PAST SALE,,Multi-Family (5+ Unit),2421 Judah St,San Francisco,CA,94122,3200000,,8.0,,7174,4991,1959,,446,,,,,https://www.redfin.com/CA/San-Francisco/2421-Judah-St-94122/home/630445,,,N,Y,37.7610069,-122.4882726
PAST SALE,December-6-2022,Townhouse,25 Kirkwood Ave,San Francisco,CA,94124,1250000,3,2.5,San Francisco,1510,,2019,,828,339,Sold,,,https://www.redfin.com/CA/San-Francisco/25-Kirkwood-Ave-94124/home/146916928,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41016469,N,Y,37.7267027,-122.3693888
PAST SALE,,Multi-Family (5+ Unit),1012 Masonic Ave,San Francisco,CA,94117,2150000,,6.0,,5040,1999,1904,,427,,,,,https://www.redfin.com/CA/San-Francisco/1012-Masonic-Ave-94117/home/1040720,,,N,Y,37.7718519,-122.4453577
PAST SALE,,Multi-Family (5+ Unit),347 Liberty St,San Francisco,CA,94114,1850000,,5.0,,4050,2848,1900,,457,,,,,https://www.redfin.com/CA/San-Francisco/347-Liberty-St-94114/home/1239625,,,N,Y,37.7569824,-122.4290165
PAST SALE,,Condo/Co-op,1503 Masonic Ave,San Francisco,CA,94117,1050000,,1.0,,1197,,1895,,877,,,,,https://www.redfin.com/CA/San-Francisco/1503-Masonic-Ave-94117/home/1940923,,,N,Y,37.766158,-122.444733
PAST SALE,,Condo/Co-op,117 Marlin Ct #49,San Francisco,CA,94124,690000,3,3.0,,1360,,1981,,507,,,,,https://www.redfin.com/CA/San-Francisco/117-Marlin-Ct-94124/unit-49/home/1203440,,,N,Y,37.7275196,-122.3717993
PAST SALE,,Multi-Family (5+ Unit),73-77 Collingwood St #77,San Francisco,CA,94114,790000,,7.0,,7450,4375,1909,,106,,,,,https://www.redfin.com/CA/San-Francisco/73-77-Collingwood-St-94114/unit-77/home/1757892,,,N,Y,37.7612851,-122.4358399
PAST SALE,April-14-2022,Condo/Co-op,2170 Harrison St #6,San Francisco,CA,94110,1237500,1,1.5,San Francisco,1145,6554,1997,,1081,585,Sold,,,https://www.redfin.com/CA/San-Francisco/2170-Harrison-St-94110/unit-6/home/12395665,San Francisco MLS,422638985,N,Y,37.7625531,-122.413057
PAST SALE,April-3-2022,Other,2936 21st St #2938,San Francisco,CA,94110,890000,5,2.0,SAN FRANCISCO,2331,2500,1900,,382,,Sold,,,https://www.redfin.com/CA/San-Francisco/2936-2938-21st-St-94110/unit-2938/home/1533345,MLSListings,ML81885415,N,Y,37.7576035,-122.4132033
PAST SALE,,Multi-Family (2-4 Unit),43-45 Liberty St #45,San Francisco,CA,94110,6000000,4,3.0,,3304,4600,1880,,1816,,,,,https://www.redfin.com/CA/San-Francisco/43-45-Liberty-St-94110/unit-45/home/1352337,,,N,Y,37.7573974,-122.4221939
PAST SALE,March-31-2022,Multi-Family (5+ Unit),711 Guerrero St,San Francisco,CA,94110,2750000,0,,San Francisco,6000,2247,1907,,458,,Sold,,,https://www.redfin.com/CA/San-Francisco/711-715-Guerrero-St-94110/unit-715/home/1446989,San Francisco MLS,421612076,N,Y,37.7596989,-122.4233209
PAST SALE,,Single Family Residential,2453 Funston Ave,San Francisco,CA,94116,1900000,,2.0,,2825,3600,1932,,673,,,,,https://www.redfin.com/CA/San-Francisco/2453-Funston-Ave-94116/home/1854462,,,N,Y,37.7423035,-122.4694447
PAST SALE,,Single Family Residential,4251 23rd St,San Francisco,CA,94114,6000000,4,3.0,,3326,3153,1904,,1804,,,,,https://www.redfin.com/CA/San-Francisco/4251-23rd-St-94114/home/682788,,,N,Y,37.752447,-122.4375762
PAST SALE,,Condo/Co-op,3861 25th St Unit 3861B,San Francisco,CA,94114,610000,,1.0,,388,,1900,,1572,,,,,https://www.redfin.com/CA/San-Francisco/3861-25th-St-94114/unit-3861B/home/803190,,,N,Y,37.7500047,-122.4264409
PAST SALE,,Single Family Residential,1374 47th Ave,San Francisco,CA,94122,1430000,3,2.0,,1909,3000,1907,,749,,,,,https://www.redfin.com/CA/San-Francisco/1374-47th-Ave-94122/home/631646,,,N,Y,37.7608757,-122.5067973
PAST SALE,,Single Family Residential,531 Orizaba Ave,San Francisco,CA,94132,1205000,3,3.0,,1828,2495,1962,,659,,,,,https://www.redfin.com/CA/San-Francisco/531-Orizaba-Ave-94132/home/825907,,,N,Y,37.7185379,-122.4629009
PAST SALE,,Single Family Residential,2725 Broadway St,San Francisco,CA,94115,4590000,4,3.0,,4755,4346,1983,,965,,,,,https://www.redfin.com/CA/San-Francisco/2725-Broadway-St-94115/home/1618205,,,N,Y,37.7931464,-122.4421999
PAST SALE,,Single Family Residential,2727 Gough St,San Francisco,CA,94123,4500000,4,3.0,,3074,3297,1948,,1464,,,,,https://www.redfin.com/CA/San-Francisco/2727-Gough-St-94123/home/1787500,,,N,Y,37.7985361,-122.4275994
PAST SALE,April-5-2022,Single Family Residential,208 Goettingen St,San Francisco,CA,94134,1450000,2,1.0,San Francisco,,2060,1941,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/208-Goettingen-St-94134/home/1912280,San Francisco MLS,422625143,N,Y,37.7290453,-122.4077153
PAST SALE,September-8-2022,Condo/Co-op,74 New Montgomery St #702,San Francisco,CA,94105,1400000,2,2.0,San Francisco,1069,17865,1914,,1310,1075,Sold,,,https://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-702/home/17305104,San Francisco MLS,422692769,N,Y,37.7874649,-122.4012865
PAST SALE,September-6-2022,Condo/Co-op,631 Folsom St Unit 11D,San Francisco,CA,94107,1388000,2,2.0,San Francisco,1230,,,,1128,,Sold,,,https://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-11D/home/21965623,San Francisco MLS,422620073,N,Y,37.7847302,-122.3968612
PAST SALE,May-24-2022,Condo/Co-op,461 2nd St Unit C109,San Francisco,CA,94107,760000,1,1.0,San Francisco,,56167,1907,,,638,Sold,,,https://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C109/home/1309322,San Francisco MLS,422625057,N,Y,37.783797,-122.3937191
PAST SALE,,Multi-Family (5+ Unit),103-109 22nd Ave #109,San Francisco,CA,94121,900000,,4.0,,4876,2957,1920,,185,,,,,https://www.redfin.com/CA/San-Francisco/103-109-22nd-Ave-94121/unit-109/home/1988861,,,N,Y,37.7856723,-122.4821052
PAST SALE,,Condo/Co-op,631 Ofarrell St #1605,San Francisco,CA,94109,655500,,1.0,,600,,1930,,1093,,,,,https://www.redfin.com/CA/San-Francisco/631-Ofarrell-St-94109/unit-1605/home/1171232,,,N,Y,37.7852037,-122.4151808
PAST SALE,April-12-2022,Condo/Co-op,425 1st St #2306,San Francisco,CA,94105,1625000,2,2.0,San Francisco,1238,56024,2008,,1313,1247,Sold,,,https://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-2306/home/17304932,San Francisco MLS,421611502,N,Y,37.7857365,-122.3921923
PAST SALE,November-9-2022,Condo/Co-op,1280 Ellis St #12,San Francisco,CA,94109,1150000,3,2.0,San Francisco,1267,17482,1962,,908,922,Sold,,,https://www.redfin.com/CA/San-Francisco/1280-Ellis-St-94109/unit-12/home/1305200,San Francisco MLS,422669365,N,Y,37.7832129,-122.4272815
PAST SALE,,Multi-Family (5+ Unit),316-322 Connecticut St #322,San Francisco,CA,94107,1120000,8,5.0,,4950,3750,1900,,226,,,,,https://www.redfin.com/CA/San-Francisco/316-322-Connecticut-St-94107/unit-322/home/2022096,,,N,Y,37.7621526,-122.3977708
PAST SALE,June-24-2022,Multi-Family (2-4 Unit),790 - 792 Arkansas St,San Francisco,CA,94107,2500000,0,,San Francisco,3672,2500,1989,,681,,Sold,,,https://www.redfin.com/CA/San-Francisco/790-Arkansas-St-94107/home/735497,San Francisco MLS,422659824,N,Y,37.7561392,-122.3981224
